task_ID,Gate_number,Floor_No,shift_no
T-007,75,2,1
T-007,75,2,2
T-007,75,2,3
T-007,75,2,4
T-007,76,2,1
T-007,76,2,2
T-007,76,2,3
T-007,76,2,4
T-007,78,2,1
T-007,78,2,2
T-007,78,2,3
T-007,78,2,4
T-007,63,3,1
T-007,63,3,2
T-007,63,3,3
T-007,63,3,4
T-007,65,3,1
T-007,65,3,2
T-007,65,3,3
T-007,65,3,4
T-007,66,3,1
T-007,66,3,2
T-007,66,3,3
T-007,66,3,4
T-007,67,3,1
T-007,67,3,2
T-007,67,3,3
T-007,67,3,4
T-007,68,3,1
T-007,68,3,2
T-007,68,3,3
T-007,68,3,4
T-007,69,3,1
T-007,69,3,2
T-007,69,3,3
T-007,69,3,4
T-007,70,3,1
T-007,70,3,2
T-007,70,3,3
T-007,70,3,4
T-007,71,3,1
T-007,71,3,2
T-007,71,3,3
T-007,71,3,4
T-007,72,3,1
T-007,72,3,2
T-007,72,3,3
T-007,72,3,4
T-007,75,3,1
T-007,75,3,2
T-007,75,3,3
T-007,75,3,4
T-007,76,3,1
T-007,76,3,2
T-007,76,3,3
T-007,76,3,4
T-007,77,3,1
T-007,77,3,2
T-007,77,3,3
T-007,77,3,4
T-007,65,4,1
T-007,65,4,2
T-007,65,4,3
T-007,65,4,4
T-007,68,4,1
T-007,68,4,2
T-007,68,4,3
T-007,68,4,4
T-007,69,4,1
T-007,69,4,2
T-007,69,4,3
T-007,69,4,4
T-007,72,4,1
T-007,72,4,2
T-007,72,4,3
T-007,72,4,4
T-007,73,4,1
T-007,73,4,2
T-007,73,4,3
T-007,73,4,4
T-007,74,4,1
T-007,74,4,2
T-007,74,4,3
T-007,74,4,4
T-007,75,4,1
T-007,75,4,2
T-007,75,4,3
T-007,75,4,4
T-007,76,4,1
T-007,76,4,2
T-007,76,4,3
T-007,76,4,4
T-007,78,4,1
T-007,78,4,2
T-007,78,4,3
T-007,78,4,4
T-007,65,5,1
T-007,65,5,2
T-007,65,5,3
T-007,65,5,4
T-007,66,5,1
T-007,66,5,2
T-007,66,5,3
T-007,66,5,4
T-007,71,5,1
T-007,71,5,2
T-007,71,5,3
T-007,71,5,4
T-007,74,5,1
T-007,74,5,2
T-007,74,5,3
T-007,74,5,4
T-007,77,5,1
T-007,77,5,2
T-007,77,5,3
T-007,77,5,4
T-007,78,5,1
T-007,78,5,2
T-007,78,5,3
T-007,78,5,4
T-008,0,0,1
T-008,0,0,2
T-008,0,0,3
T-008,0,0,4
T-008,1,0,1
T-008,1,0,2
T-008,1,0,3
T-008,1,0,4
T-008,2,0,1
T-008,2,0,2
T-008,2,0,3
T-008,2,0,4
T-008,3,0,1
T-008,3,0,2
T-008,3,0,3
T-008,3,0,4
T-008,4,0,1
T-008,4,0,2
T-008,4,0,3
T-008,4,0,4
T-008,5,0,1
T-008,5,0,2
T-008,5,0,3
T-008,5,0,4
T-008,6,0,1
T-008,6,0,2
T-008,6,0,3
T-008,6,0,4
T-008,7,0,1
T-008,7,0,2
T-008,7,0,3
T-008,7,0,4
T-008,8,0,1
T-008,8,0,2
T-008,8,0,3
T-008,8,0,4
T-008,9,0,1
T-008,9,0,2
T-008,9,0,3
T-008,9,0,4
T-008,10,0,1
T-008,10,0,2
T-008,10,0,3
T-008,10,0,4
T-008,11,0,1
T-008,11,0,2
T-008,11,0,3
T-008,11,0,4
T-008,12,0,1
T-008,12,0,2
T-008,12,0,3
T-008,12,0,4
T-008,13,0,1
T-008,13,0,2
T-008,13,0,3
T-008,13,0,4
T-008,14,0,1
T-008,14,0,2
T-008,14,0,3
T-008,14,0,4
T-008,15,0,1
T-008,15,0,2
T-008,15,0,3
T-008,15,0,4
T-008,16,0,1
T-008,16,0,2
T-008,16,0,3
T-008,16,0,4
T-008,17,0,1
T-008,17,0,2
T-008,17,0,3
T-008,17,0,4
T-008,18,0,1
T-008,18,0,2
T-008,18,0,3
T-008,18,0,4
T-008,19,0,1
T-008,19,0,2
T-008,19,0,3
T-008,19,0,4
T-008,20,0,1
T-008,20,0,2
T-008,20,0,3
T-008,20,0,4
T-008,21,0,1
T-008,21,0,2
T-008,21,0,3
T-008,21,0,4
T-008,22,0,1
T-008,22,0,2
T-008,22,0,3
T-008,22,0,4
T-008,23,0,1
T-008,23,0,2
T-008,23,0,3
T-008,23,0,4
T-008,24,0,1
T-008,24,0,2
T-008,24,0,3
T-008,24,0,4
T-008,25,0,1
T-008,25,0,2
T-008,25,0,3
T-008,25,0,4
T-008,26,0,1
T-008,26,0,2
T-008,26,0,3
T-008,26,0,4
T-008,27,1,1
T-008,27,1,2
T-008,27,1,3
T-008,27,1,4
T-008,28,1,1
T-008,28,1,2
T-008,28,1,3
T-008,28,1,4
T-008,29,1,1
T-008,29,1,2
T-008,29,1,3
T-008,29,1,4
T-008,30,1,1
T-008,30,1,2
T-008,30,1,3
T-008,30,1,4
T-008,31,1,1
T-008,31,1,2
T-008,31,1,3
T-008,31,1,4
T-008,32,1,1
T-008,32,1,2
T-008,32,1,3
T-008,32,1,4
T-008,33,1,1
T-008,33,1,2
T-008,33,1,3
T-008,33,1,4
T-008,34,1,1
T-008,34,1,2
T-008,34,1,3
T-008,34,1,4
T-008,35,1,1
T-008,35,1,2
T-008,35,1,3
T-008,35,1,4
T-008,36,1,1
T-008,36,1,2
T-008,36,1,3
T-008,36,1,4
T-008,37,1,1
T-008,37,1,2
T-008,37,1,3
T-008,37,1,4
T-008,38,1,1
T-008,38,1,2
T-008,38,1,3
T-008,38,1,4
T-008,39,1,1
T-008,39,1,2
T-008,39,1,3
T-008,39,1,4
T-008,40,1,1
T-008,40,1,2
T-008,40,1,3
T-008,40,1,4
T-008,41,1,1
T-008,41,1,2
T-008,41,1,3
T-008,41,1,4
T-008,42,1,1
T-008,42,1,2
T-008,42,1,3
T-008,42,1,4
T-008,43,1,1
T-008,43,1,2
T-008,43,1,3
T-008,43,1,4
T-008,44,1,1
T-008,44,1,2
T-008,44,1,3
T-008,44,1,4
T-008,45,1,1
T-008,45,1,2
T-008,45,1,3
T-008,45,1,4
T-008,46,1,1
T-008,46,1,2
T-008,46,1,3
T-008,46,1,4
T-008,47,1,1
T-008,47,1,2
T-008,47,1,3
T-008,47,1,4
T-008,48,1,1
T-008,48,1,2
T-008,48,1,3
T-008,48,1,4
T-008,49,1,1
T-008,49,1,2
T-008,49,1,3
T-008,49,1,4
T-008,50,1,1
T-008,50,1,2
T-008,50,1,3
T-008,50,1,4
T-008,51,1,1
T-008,51,1,2
T-008,51,1,3
T-008,51,1,4
T-008,52,1,1
T-008,52,1,2
T-008,52,1,3
T-008,52,1,4
T-008,53,1,1
T-008,53,1,2
T-008,53,1,3
T-008,53,1,4
T-008,54,1,1
T-008,54,1,2
T-008,54,1,3
T-008,54,1,4
T-008,55,1,1
T-008,55,1,2
T-008,55,1,3
T-008,55,1,4
T-008,56,1,1
T-008,56,1,2
T-008,56,1,3
T-008,56,1,4
T-008,57,1,1
T-008,57,1,2
T-008,57,1,3
T-008,57,1,4
T-008,58,1,1
T-008,58,1,2
T-008,58,1,3
T-008,58,1,4
T-008,59,1,1
T-008,59,1,2
T-008,59,1,3
T-008,59,1,4
T-008,60,1,1
T-008,60,1,2
T-008,60,1,3
T-008,60,1,4
T-008,61,1,1
T-008,61,1,2
T-008,61,1,3
T-008,61,1,4
T-008,62,1,1
T-008,62,1,2
T-008,62,1,3
T-008,62,1,4
T-008,63,2,1
T-008,63,2,2
T-008,63,2,3
T-008,63,2,4
T-008,64,2,1
T-008,64,2,2
T-008,64,2,3
T-008,64,2,4
T-008,65,2,1
T-008,65,2,2
T-008,65,2,3
T-008,65,2,4
T-008,66,2,1
T-008,66,2,2
T-008,66,2,3
T-008,66,2,4
T-008,67,2,1
T-008,67,2,2
T-008,67,2,3
T-008,67,2,4
T-008,69,2,1
T-008,69,2,2
T-008,69,2,3
T-008,69,2,4
T-008,70,2,1
T-008,70,2,2
T-008,70,2,3
T-008,70,2,4
T-008,71,2,1
T-008,71,2,2
T-008,71,2,3
T-008,71,2,4
T-008,72,2,1
T-008,72,2,2
T-008,72,2,3
T-008,72,2,4
T-008,73,2,1
T-008,73,2,2
T-008,73,2,3
T-008,73,2,4
T-008,74,2,1
T-008,74,2,2
T-008,74,2,3
T-008,74,2,4
T-008,75,2,1
T-008,75,2,2
T-008,75,2,3
T-008,75,2,4
T-008,76,2,1
T-008,76,2,2
T-008,76,2,3
T-008,76,2,4
T-008,78,2,1
T-008,78,2,2
T-008,78,2,3
T-008,78,2,4
T-008,63,3,1
T-008,63,3,2
T-008,63,3,3
T-008,63,3,4
T-008,65,3,1
T-008,65,3,2
T-008,65,3,3
T-008,65,3,4
T-008,66,3,1
T-008,66,3,2
T-008,66,3,3
T-008,66,3,4
T-008,67,3,1
T-008,67,3,2
T-008,67,3,3
T-008,67,3,4
T-008,68,3,1
T-008,68,3,2
T-008,68,3,3
T-008,68,3,4
T-008,69,3,1
T-008,69,3,2
T-008,69,3,3
T-008,69,3,4
T-008,70,3,1
T-008,70,3,2
T-008,70,3,3
T-008,70,3,4
T-008,71,3,1
T-008,71,3,2
T-008,71,3,3
T-008,71,3,4
T-008,72,3,1
T-008,72,3,2
T-008,72,3,3
T-008,72,3,4
T-008,75,3,1
T-008,75,3,2
T-008,75,3,3
T-008,75,3,4
T-008,76,3,1
T-008,76,3,2
T-008,76,3,3
T-008,76,3,4
T-008,77,3,1
T-008,77,3,2
T-008,77,3,3
T-008,77,3,4
T-008,65,4,1
T-008,65,4,2
T-008,65,4,3
T-008,65,4,4
T-008,68,4,1
T-008,68,4,2
T-008,68,4,3
T-008,68,4,4
T-008,69,4,1
T-008,69,4,2
T-008,69,4,3
T-008,69,4,4
T-008,72,4,1
T-008,72,4,2
T-008,72,4,3
T-008,72,4,4
T-008,73,4,1
T-008,73,4,2
T-008,73,4,3
T-008,73,4,4
T-008,74,4,1
T-008,74,4,2
T-008,74,4,3
T-008,74,4,4
T-008,75,4,1
T-008,75,4,2
T-008,75,4,3
T-008,75,4,4
T-008,76,4,1
T-008,76,4,2
T-008,76,4,3
T-008,76,4,4
T-008,78,4,1
T-008,78,4,2
T-008,78,4,3
T-008,78,4,4
T-008,65,5,1
T-008,65,5,2
T-008,65,5,3
T-008,65,5,4
T-008,66,5,1
T-008,66,5,2
T-008,66,5,3
T-008,66,5,4
T-008,71,5,1
T-008,71,5,2
T-008,71,5,3
T-008,71,5,4
T-008,74,5,1
T-008,74,5,2
T-008,74,5,3
T-008,74,5,4
T-008,77,5,1
T-008,77,5,2
T-008,77,5,3
T-008,77,5,4
T-008,78,5,1
T-008,78,5,2
T-008,78,5,3
T-008,78,5,4
T-009,0,0,1
T-009,0,0,2
T-009,0,0,3
T-009,0,0,4
T-009,1,0,1
T-009,1,0,2
T-009,1,0,3
T-009,1,0,4
T-009,2,0,1
T-009,2,0,2
T-009,2,0,3
T-009,2,0,4
T-009,3,0,1
T-009,3,0,2
T-009,3,0,3
T-009,3,0,4
T-009,4,0,1
T-009,4,0,2
T-009,4,0,3
T-009,4,0,4
T-009,5,0,1
T-009,5,0,2
T-009,5,0,3
T-009,5,0,4
T-009,6,0,1
T-009,6,0,2
T-009,6,0,3
T-009,6,0,4
T-009,7,0,1
T-009,7,0,2
T-009,7,0,3
T-009,7,0,4
T-009,8,0,1
T-009,8,0,2
T-009,8,0,3
T-009,8,0,4
T-009,9,0,1
T-009,9,0,2
T-009,9,0,3
T-009,9,0,4
T-009,10,0,1
T-009,10,0,2
T-009,10,0,3
T-009,10,0,4
T-009,11,0,1
T-009,11,0,2
T-009,11,0,3
T-009,11,0,4
T-009,12,0,1
T-009,12,0,2
T-009,12,0,3
T-009,12,0,4
T-009,13,0,1
T-009,13,0,2
T-009,13,0,3
T-009,13,0,4
T-009,14,0,1
T-009,14,0,2
T-009,14,0,3
T-009,14,0,4
T-009,15,0,1
T-009,15,0,2
T-009,15,0,3
T-009,15,0,4
T-009,16,0,1
T-009,16,0,2
T-009,16,0,3
T-009,16,0,4
T-009,17,0,1
T-009,17,0,2
T-009,17,0,3
T-009,17,0,4
T-009,18,0,1
T-009,18,0,2
T-009,18,0,3
T-009,18,0,4
T-009,19,0,1
T-009,19,0,2
T-009,19,0,3
T-009,19,0,4
T-009,20,0,1
T-009,20,0,2
T-009,20,0,3
T-009,20,0,4
T-009,21,0,1
T-009,21,0,2
T-009,21,0,3
T-009,21,0,4
T-009,22,0,1
T-009,22,0,2
T-009,22,0,3
T-009,22,0,4
T-009,23,0,1
T-009,23,0,2
T-009,23,0,3
T-009,23,0,4
T-009,24,0,1
T-009,24,0,2
T-009,24,0,3
T-009,24,0,4
T-009,25,0,1
T-009,25,0,2
T-009,25,0,3
T-009,25,0,4
T-009,26,0,1
T-009,26,0,2
T-009,26,0,3
T-009,26,0,4
T-009,27,1,1
T-009,27,1,2
T-009,27,1,3
T-009,27,1,4
T-009,28,1,1
T-009,28,1,2
T-009,28,1,3
T-009,28,1,4
T-009,29,1,1
T-009,29,1,2
T-009,29,1,3
T-009,29,1,4
T-009,30,1,1
T-009,30,1,2
T-009,30,1,3
T-009,30,1,4
T-009,31,1,1
T-009,31,1,2
T-009,31,1,3
T-009,31,1,4
T-009,32,1,1
T-009,32,1,2
T-009,32,1,3
T-009,32,1,4
T-009,33,1,1
T-009,33,1,2
T-009,33,1,3
T-009,33,1,4
T-009,34,1,1
T-009,34,1,2
T-009,34,1,3
T-009,34,1,4
T-009,35,1,1
T-009,35,1,2
T-009,35,1,3
T-009,35,1,4
T-009,36,1,1
T-009,36,1,2
T-009,36,1,3
T-009,36,1,4
T-009,37,1,1
T-009,37,1,2
T-009,37,1,3
T-009,37,1,4
T-009,38,1,1
T-009,38,1,2
T-009,38,1,3
T-009,38,1,4
T-009,39,1,1
T-009,39,1,2
T-009,39,1,3
T-009,39,1,4
T-009,40,1,1
T-009,40,1,2
T-009,40,1,3
T-009,40,1,4
T-009,41,1,1
T-009,41,1,2
T-009,41,1,3
T-009,41,1,4
T-009,42,1,1
T-009,42,1,2
T-009,42,1,3
T-009,42,1,4
T-009,43,1,1
T-009,43,1,2
T-009,43,1,3
T-009,43,1,4
T-009,44,1,1
T-009,44,1,2
T-009,44,1,3
T-009,44,1,4
T-009,45,1,1
T-009,45,1,2
T-009,45,1,3
T-009,45,1,4
T-009,46,1,1
T-009,46,1,2
T-009,46,1,3
T-009,46,1,4
T-009,47,1,1
T-009,47,1,2
T-009,47,1,3
T-009,47,1,4
T-009,48,1,1
T-009,48,1,2
T-009,48,1,3
T-009,48,1,4
T-009,49,1,1
T-009,49,1,2
T-009,49,1,3
T-009,49,1,4
T-009,50,1,1
T-009,50,1,2
T-009,50,1,3
T-009,50,1,4
T-009,51,1,1
T-009,51,1,2
T-009,51,1,3
T-009,51,1,4
T-009,52,1,1
T-009,52,1,2
T-009,52,1,3
T-009,52,1,4
T-009,53,1,1
T-009,53,1,2
T-009,53,1,3
T-009,53,1,4
T-009,54,1,1
T-009,54,1,2
T-009,54,1,3
T-009,54,1,4
T-009,55,1,1
T-009,55,1,2
T-009,55,1,3
T-009,55,1,4
T-009,56,1,1
T-009,56,1,2
T-009,56,1,3
T-009,56,1,4
T-009,57,1,1
T-009,57,1,2
T-009,57,1,3
T-009,57,1,4
T-009,58,1,1
T-009,58,1,2
T-009,58,1,3
T-009,58,1,4
T-009,59,1,1
T-009,59,1,2
T-009,59,1,3
T-009,59,1,4
T-009,60,1,1
T-009,60,1,2
T-009,60,1,3
T-009,60,1,4
T-009,61,1,1
T-009,61,1,2
T-009,61,1,3
T-009,61,1,4
T-009,62,1,1
T-009,62,1,2
T-009,62,1,3
T-009,62,1,4
T-009,63,2,1
T-009,63,2,2
T-009,63,2,3
T-009,63,2,4
T-009,64,2,1
T-009,64,2,2
T-009,64,2,3
T-009,64,2,4
T-009,65,2,1
T-009,65,2,2
T-009,65,2,3
T-009,65,2,4
T-009,66,2,1
T-009,66,2,2
T-009,66,2,3
T-009,66,2,4
T-009,67,2,1
T-009,67,2,2
T-009,67,2,3
T-009,67,2,4
T-009,69,2,1
T-009,69,2,2
T-009,69,2,3
T-009,69,2,4
T-009,70,2,1
T-009,70,2,2
T-009,70,2,3
T-009,70,2,4
T-009,71,2,1
T-009,71,2,2
T-009,71,2,3
T-009,71,2,4
T-009,72,2,1
T-009,72,2,2
T-009,72,2,3
T-009,72,2,4
T-009,73,2,1
T-009,73,2,2
T-009,73,2,3
T-009,73,2,4
T-009,74,2,1
T-009,74,2,2
T-009,74,2,3
T-009,74,2,4
T-009,75,2,1
T-009,75,2,2
T-009,75,2,3
T-009,75,2,4
T-009,76,2,1
T-009,76,2,2
T-009,76,2,3
T-009,76,2,4
T-009,78,2,1
T-009,78,2,2
T-009,78,2,3
T-009,78,2,4
T-009,63,3,1
T-009,63,3,2
T-009,63,3,3
T-009,63,3,4
T-009,65,3,1
T-009,65,3,2
T-009,65,3,3
T-009,65,3,4
T-009,66,3,1
T-009,66,3,2
T-009,66,3,3
T-009,66,3,4
T-009,67,3,1
T-009,67,3,2
T-009,67,3,3
T-009,67,3,4
T-009,68,3,1
T-009,68,3,2
T-009,68,3,3
T-009,68,3,4
T-009,69,3,1
T-009,69,3,2
T-009,69,3,3
T-009,69,3,4
T-009,70,3,1
T-009,70,3,2
T-009,70,3,3
T-009,70,3,4
T-009,71,3,1
T-009,71,3,2
T-009,71,3,3
T-009,71,3,4
T-009,72,3,1
T-009,72,3,2
T-009,72,3,3
T-009,72,3,4
T-009,75,3,1
T-009,75,3,2
T-009,75,3,3
T-009,75,3,4
T-009,76,3,1
T-009,76,3,2
T-009,76,3,3
T-009,76,3,4
T-009,77,3,1
T-009,77,3,2
T-009,77,3,3
T-009,77,3,4
T-009,65,4,1
T-009,65,4,2
T-009,65,4,3
T-009,65,4,4
T-009,68,4,1
T-009,68,4,2
T-009,68,4,3
T-009,68,4,4
T-009,69,4,1
T-009,69,4,2
T-009,69,4,3
T-009,69,4,4
T-009,72,4,1
T-009,72,4,2
T-009,72,4,3
T-009,72,4,4
T-009,73,4,1
T-009,73,4,2
T-009,73,4,3
T-009,73,4,4
T-009,74,4,1
T-009,74,4,2
T-009,74,4,3
T-009,74,4,4
T-009,75,4,1
T-009,75,4,2
T-009,75,4,3
T-009,75,4,4
T-009,76,4,1
T-009,76,4,2
T-009,76,4,3
T-009,76,4,4
T-009,78,4,1
T-009,78,4,2
T-009,78,4,3
T-009,78,4,4
T-009,65,5,1
T-009,65,5,2
T-009,65,5,3
T-009,65,5,4
T-009,66,5,1
T-009,66,5,2
T-009,66,5,3
T-009,66,5,4
T-009,71,5,1
T-009,71,5,2
T-009,71,5,3
T-009,71,5,4
T-009,74,5,1
T-009,74,5,2
T-009,74,5,3
T-009,74,5,4
T-009,77,5,1
T-009,77,5,2
T-009,77,5,3
T-009,77,5,4
T-009,78,5,1
T-009,78,5,2
T-009,78,5,3
T-009,78,5,4
T-010,0,0,1
T-010,0,0,2
T-010,0,0,3
T-010,0,0,4
T-010,1,0,1
T-010,1,0,2
T-010,1,0,3
T-010,1,0,4
T-010,2,0,1
T-010,2,0,2
T-010,2,0,3
T-010,2,0,4
T-010,3,0,1
T-010,3,0,2
T-010,3,0,3
T-010,3,0,4
T-010,4,0,1
T-010,4,0,2
T-010,4,0,3
T-010,4,0,4
T-010,5,0,1
T-010,5,0,2
T-010,5,0,3
T-010,5,0,4
T-010,6,0,1
T-010,6,0,2
T-010,6,0,3
T-010,6,0,4
T-010,7,0,1
T-010,7,0,2
T-010,7,0,3
T-010,7,0,4
T-010,8,0,1
T-010,8,0,2
T-010,8,0,3
T-010,8,0,4
T-010,9,0,1
T-010,9,0,2
T-010,9,0,3
T-010,9,0,4
T-010,10,0,1
T-010,10,0,2
T-010,10,0,3
T-010,10,0,4
T-010,11,0,1
T-010,11,0,2
T-010,11,0,3
T-010,11,0,4
T-010,12,0,1
T-010,12,0,2
T-010,12,0,3
T-010,12,0,4
T-010,13,0,1
T-010,13,0,2
T-010,13,0,3
T-010,13,0,4
T-010,14,0,1
T-010,14,0,2
T-010,14,0,3
T-010,14,0,4
T-010,15,0,1
T-010,15,0,2
T-010,15,0,3
T-010,15,0,4
T-010,16,0,1
T-010,16,0,2
T-010,16,0,3
T-010,16,0,4
T-010,17,0,1
T-010,17,0,2
T-010,17,0,3
T-010,17,0,4
T-010,18,0,1
T-010,18,0,2
T-010,18,0,3
T-010,18,0,4
T-010,19,0,1
T-010,19,0,2
T-010,19,0,3
T-010,19,0,4
T-010,20,0,1
T-010,20,0,2
T-010,20,0,3
T-010,20,0,4
T-010,21,0,1
T-010,21,0,2
T-010,21,0,3
T-010,21,0,4
T-010,22,0,1
T-010,22,0,2
T-010,22,0,3
T-010,22,0,4
T-010,23,0,1
T-010,23,0,2
T-010,23,0,3
T-010,23,0,4
T-010,24,0,1
T-010,24,0,2
T-010,24,0,3
T-010,24,0,4
T-010,25,0,1
T-010,25,0,2
T-010,25,0,3
T-010,25,0,4
T-010,26,0,1
T-010,26,0,2
T-010,26,0,3
T-010,26,0,4
T-010,27,1,1
T-010,27,1,2
T-010,27,1,3
T-010,27,1,4
T-010,28,1,1
T-010,28,1,2
T-010,28,1,3
T-010,28,1,4
T-010,29,1,1
T-010,29,1,2
T-010,29,1,3
T-010,29,1,4
T-010,30,1,1
T-010,30,1,2
T-010,30,1,3
T-010,30,1,4
T-010,31,1,1
T-010,31,1,2
T-010,31,1,3
T-010,31,1,4
T-010,32,1,1
T-010,32,1,2
T-010,32,1,3
T-010,32,1,4
T-010,33,1,1
T-010,33,1,2
T-010,33,1,3
T-010,33,1,4
T-010,34,1,1
T-010,34,1,2
T-010,34,1,3
T-010,34,1,4
T-010,35,1,1
T-010,35,1,2
T-010,35,1,3
T-010,35,1,4
T-010,36,1,1
T-010,36,1,2
T-010,36,1,3
T-010,36,1,4
T-010,37,1,1
T-010,37,1,2
T-010,37,1,3
T-010,37,1,4
T-010,38,1,1
T-010,38,1,2
T-010,38,1,3
T-010,38,1,4
T-010,39,1,1
T-010,39,1,2
T-010,39,1,3
T-010,39,1,4
T-010,40,1,1
T-010,40,1,2
T-010,40,1,3
T-010,40,1,4
T-010,41,1,1
T-010,41,1,2
T-010,41,1,3
T-010,41,1,4
T-010,42,1,1
T-010,42,1,2
T-010,42,1,3
T-010,42,1,4
T-010,43,1,1
T-010,43,1,2
T-010,43,1,3
T-010,43,1,4
T-010,44,1,1
T-010,44,1,2
T-010,44,1,3
T-010,44,1,4
T-010,45,1,1
T-010,45,1,2
T-010,45,1,3
T-010,45,1,4
T-010,46,1,1
T-010,46,1,2
T-010,46,1,3
T-010,46,1,4
T-010,47,1,1
T-010,47,1,2
T-010,47,1,3
T-010,47,1,4
T-010,48,1,1
T-010,48,1,2
T-010,48,1,3
T-010,48,1,4
T-010,49,1,1
T-010,49,1,2
T-010,49,1,3
T-010,49,1,4
T-010,50,1,1
T-010,50,1,2
T-010,50,1,3
T-010,50,1,4
T-010,51,1,1
T-010,51,1,2
T-010,51,1,3
T-010,51,1,4
T-010,52,1,1
T-010,52,1,2
T-010,52,1,3
T-010,52,1,4
T-010,53,1,1
T-010,53,1,2
T-010,53,1,3
T-010,53,1,4
T-010,54,1,1
T-010,54,1,2
T-010,54,1,3
T-010,54,1,4
T-010,55,1,1
T-010,55,1,2
T-010,55,1,3
T-010,55,1,4
T-010,56,1,1
T-010,56,1,2
T-010,56,1,3
T-010,56,1,4
T-010,57,1,1
T-010,57,1,2
T-010,57,1,3
T-010,57,1,4
T-010,58,1,1
T-010,58,1,2
T-010,58,1,3
T-010,58,1,4
T-010,59,1,1
T-010,59,1,2
T-010,59,1,3
T-010,59,1,4
T-010,60,1,1
T-010,60,1,2
T-010,60,1,3
T-010,60,1,4
T-010,61,1,1
T-010,61,1,2
T-010,61,1,3
T-010,61,1,4
T-010,62,1,1
T-010,62,1,2
T-010,62,1,3
T-010,62,1,4
T-010,63,2,1
T-010,63,2,2
T-010,63,2,3
T-010,63,2,4
T-010,64,2,1
T-010,64,2,2
T-010,64,2,3
T-010,64,2,4
T-010,65,2,1
T-010,65,2,2
T-010,65,2,3
T-010,65,2,4
T-010,66,2,1
T-010,66,2,2
T-010,66,2,3
T-010,66,2,4
T-010,67,2,1
T-010,67,2,2
T-010,67,2,3
T-010,67,2,4
T-010,69,2,1
T-010,69,2,2
T-010,69,2,3
T-010,69,2,4
T-010,70,2,1
T-010,70,2,2
T-010,70,2,3
T-010,70,2,4
T-010,71,2,1
T-010,71,2,2
T-010,71,2,3
T-010,71,2,4
T-010,72,2,1
T-010,72,2,2
T-010,72,2,3
T-010,72,2,4
T-010,73,2,1
T-010,73,2,2
T-010,73,2,3
T-010,73,2,4
T-010,74,2,1
T-010,74,2,2
T-010,74,2,3
T-010,74,2,4
T-010,75,2,1
T-010,75,2,2
T-010,75,2,3
T-010,75,2,4
T-010,76,2,1
T-010,76,2,2
T-010,76,2,3
T-010,76,2,4
T-010,78,2,1
T-010,78,2,2
T-010,78,2,3
T-010,78,2,4
T-010,63,3,1
T-010,63,3,2
T-010,63,3,3
T-010,63,3,4
T-010,65,3,1
T-010,65,3,2
T-010,65,3,3
T-010,65,3,4
T-010,66,3,1
T-010,66,3,2
T-010,66,3,3
T-010,66,3,4
T-010,67,3,1
T-010,67,3,2
T-010,67,3,3
T-010,67,3,4
T-010,68,3,1
T-010,68,3,2
T-010,68,3,3
T-010,68,3,4
T-010,69,3,1
T-010,69,3,2
T-010,69,3,3
T-010,69,3,4
T-010,70,3,1
T-010,70,3,2
T-010,70,3,3
T-010,70,3,4
T-010,71,3,1
T-010,71,3,2
T-010,71,3,3
T-010,71,3,4
T-010,72,3,1
T-010,72,3,2
T-010,72,3,3
T-010,72,3,4
T-010,75,3,1
T-010,75,3,2
T-010,75,3,3
T-010,75,3,4
T-010,76,3,1
T-010,76,3,2
T-010,76,3,3
T-010,76,3,4
T-010,77,3,1
T-010,77,3,2
T-010,77,3,3
T-010,77,3,4
T-010,65,4,1
T-010,65,4,2
T-010,65,4,3
T-010,65,4,4
T-010,68,4,1
T-010,68,4,2
T-010,68,4,3
T-010,68,4,4
T-010,69,4,1
T-010,69,4,2
T-010,69,4,3
T-010,69,4,4
T-010,72,4,1
T-010,72,4,2
T-010,72,4,3
T-010,72,4,4
T-010,73,4,1
T-010,73,4,2
T-010,73,4,3
T-010,73,4,4
T-010,74,4,1
T-010,74,4,2
T-010,74,4,3
T-010,74,4,4
T-010,75,4,1
T-010,75,4,2
T-010,75,4,3
T-010,75,4,4
T-010,76,4,1
T-010,76,4,2
T-010,76,4,3
T-010,76,4,4
T-010,78,4,1
T-010,78,4,2
T-010,78,4,3
T-010,78,4,4
T-010,65,5,1
T-010,65,5,2
T-010,65,5,3
T-010,65,5,4
T-010,66,5,1
T-010,66,5,2
T-010,66,5,3
T-010,66,5,4
T-010,71,5,1
T-010,71,5,2
T-010,71,5,3
T-010,71,5,4
T-010,74,5,1
T-010,74,5,2
T-010,74,5,3
T-010,74,5,4
T-010,77,5,1
T-010,77,5,2
T-010,77,5,3
T-010,77,5,4
T-010,78,5,1
T-010,78,5,2
T-010,78,5,3
T-010,78,5,4
T-011,0,0,1
T-011,0,0,2
T-011,0,0,3
T-011,0,0,4
T-011,1,0,1
T-011,1,0,2
T-011,1,0,3
T-011,1,0,4
T-011,2,0,1
T-011,2,0,2
T-011,2,0,3
T-011,2,0,4
T-011,3,0,1
T-011,3,0,2
T-011,3,0,3
T-011,3,0,4
T-011,4,0,1
T-011,4,0,2
T-011,4,0,3
T-011,4,0,4
T-011,5,0,1
T-011,5,0,2
T-011,5,0,3
T-011,5,0,4
T-011,6,0,1
T-011,6,0,2
T-011,6,0,3
T-011,6,0,4
T-011,7,0,1
