Task_ID,Gate_number,Floor_No,Shift_no,Actual,Predicted
T-004,25,1,2,1.0,0.0
T-002,45,2,1,0.0,-0.0
T-010,38,1,2,2.0,3.0
T-001,46,2,1,0.0,0.0
T-010,22,1,1,2.0,2.0
T-003,49,2,1,-2.0,-0.0
T-001,9,0,4,1.0,1.0
T-013,0,0,1,-2.0,-2.0
T-010,5,0,2,2.0,1.0
T-014,6,0,1,1.0,0.0
T-010,15,1,2,0.0,0.0
T-016,20,1,4,1.0,0.0
T-009,44,3,3,-1.0000000000000002,-0.0
T-007,51,5,2,1.0,2.0
T-009,20,1,4,1.0,1.0
T-003,36,1,4,-1.0,-1.0
T-009,23,1,4,2.0,3.0
T-003,53,2,1,1.0,2.0
T-014,49,3,1,-2.0,-1.0
T-017,1,0,1,1.0,1.0
T-001,45,5,3,1.0,1.0
T-014,29,1,1,1.0,2.0
T-010,53,5,3,1.0,-0.0
T-017,7,0,1,-2.0,-1.0
T-003,3,0,3,-1.0000000000000002,-0.0
T-006,51,2,3,1.0,1.0
T-016,50,4,2,0.0,-0.0
T-006,3,0,2,0.0,-0.0
T-002,29,1,1,1.0,-0.0
T-003,0,0,4,1.0,0.0
T-004,50,4,4,-1.0000000000000002,0.0
T-008,22,1,4,0.0,0.0
T-007,47,4,4,2.0,2.0
T-005,2,0,1,1.0,-0.0
T-005,7,0,2,-2.0,-2.0
T-009,14,1,1,1.0,1.0
T-010,42,1,3,-1.0,-0.0
T-015,42,1,4,0.0,0.0
T-012,29,1,3,0.0,0.0
T-003,0,0,4,1.0,-1.0
T-009,46,5,4,1.0,-1.0
T-004,38,1,2,-2.0,-0.0
T-008,43,5,1,0.0,-0.0
T-015,43,5,1,-2.0,-1.0
T-004,34,1,3,1.0,0.0
T-017,48,5,2,-2.0,-1.0
T-016,12,0,4,-1.0000000000000002,-1.0
T-004,49,5,4,1.0,0.0
T-003,7,0,1,0.0,-0.0
T-008,15,1,2,-2.0,-0.0
T-011,55,5,2,1.0,0.0
T-003,19,1,2,1.0,1.0
T-013,55,2,3,0.0,1.0
T-004,22,1,2,4.0,2.0
T-012,48,2,4,1.0,0.0
T-012,38,1,1,-1.0,0.0
T-007,12,0,1,0.0,-0.0
T-013,12,0,3,-1.0,-1.0
T-015,14,1,1,0.0,-1.0
T-002,24,1,2,0.0,0.0
T-016,41,1,2,1.0,-0.0
T-015,41,1,1,-1.0000000000000002,-1.0
T-013,49,4,4,2.0,0.0
T-008,38,1,3,-1.0,0.0
T-009,2,0,2,1.0,-0.0
T-014,51,2,4,-2.0,-1.0
T-009,12,0,1,1.0,-0.0
T-004,39,1,2,0.0,0.0
T-011,48,5,2,2.0,1.0
T-016,28,1,1,-2.0,-2.0
T-017,45,5,1,1.0,1.0
T-001,53,2,1,-1.0000000000000002,-1.0
T-006,54,5,1,-1.0000000000000002,-0.0
T-007,21,1,1,0.0,1.0
T-013,40,1,4,-1.0000000000000002,-0.0
T-016,41,1,4,1.0,0.0
T-005,53,4,1,0.0,-0.0
T-013,22,1,2,-2.0,-1.0
T-017,2,0,4,4.0,3.0
T-016,25,1,2,1.0,2.0
T-014,23,1,4,-2.0,-1.0
T-004,37,1,2,0.0,-0.0
T-004,55,2,2,-1.0,-0.0
T-006,53,4,2,1.0,1.0
T-014,45,2,3,1.0,0.0
T-014,54,5,2,-1.0000000000000002,-1.0
T-004,9,0,2,-2.0,-1.0
T-010,29,1,4,1.0,2.0
T-013,21,1,4,-2.0,-1.0
T-006,27,1,1,4.0,2.0
T-013,45,5,3,4.0,2.0
T-007,53,4,4,-2.0,-0.0
T-015,5,0,1,3.0,3.0
T-003,45,4,3,0.0,-0.0
T-005,46,5,2,-1.0000000000000002,-1.0
T-011,45,5,3,-2.0,-1.0
T-015,6,0,2,4.0,3.0
T-003,50,5,2,0.0,0.0
T-006,52,5,3,-2.0,-1.0
T-007,8,0,3,-1.0000000000000002,-1.0
T-006,6,0,2,2.0,3.0
T-002,39,1,2,2.0,1.0
T-009,45,4,2,0.0,-0.0
T-017,26,1,3,-1.0,0.0
T-011,6,0,1,1.0,1.0
T-009,55,2,4,0.0,-0.0
T-001,46,2,4,-1.0000000000000002,0.0
T-008,51,5,2,5.0,4.0
T-003,21,1,1,1.0,2.0
T-001,44,5,1,0.0,-0.0
T-001,36,1,1,4.0,2.0
T-010,53,4,1,2.0,2.0
T-003,26,1,4,-2.0,-1.0
T-007,37,1,2,-2.0,-2.0
T-016,47,5,2,-2.0,-0.0
T-003,3,0,4,1.0,-0.0
T-001,44,4,3,-1.0000000000000002,-0.0
T-005,34,1,4,-1.0000000000000002,-0.0
T-016,19,1,3,1.0,-0.0
T-006,0,0,1,3.0,3.0
T-005,11,0,4,-1.0,-0.0
T-004,50,5,2,2.0,3.0
T-014,50,2,4,0.0,0.0
T-005,52,5,3,-2.0,-2.0
T-002,0,0,2,-2.0,-1.0
T-005,23,1,4,-2.0,-1.0
T-007,53,4,3,3.0,2.0
T-015,23,1,1,0.0,0.0
T-014,40,1,3,-2.0,-2.0
T-002,43,5,2,1.0,1.0
T-016,18,1,4,-2.0,-1.0
T-017,44,4,3,1.0,1.0
T-007,53,4,1,-2.0,-2.0
T-001,1,0,2,-2.0,-2.0
T-005,47,4,1,-2.0,-2.0
T-011,3,0,3,1.0,0.0
T-001,28,1,3,4.0,2.0
T-006,44,4,2,2.0,1.0
T-017,55,5,4,-1.0,0.0
T-010,20,1,3,0.0,-0.0
T-015,28,1,1,2.0,1.0
T-009,14,1,3,-1.0,-0.0
T-017,29,1,4,-2.0,-1.0
T-014,12,0,3,0.0,-0.0
T-006,52,5,3,2.0,1.0
T-010,52,5,3,1.0,0.0
T-016,50,5,1,1.0,-0.0
T-001,22,1,3,-2.0,-1.0
T-001,8,0,4,2.0,2.0
T-014,43,5,1,2.0,0.0
T-010,16,1,2,-2.0,-1.0
T-009,4,0,3,1.0,1.0
T-003,54,5,2,1.0,0.0
T-010,48,4,2,2.0,0.0
T-007,45,4,3,-1.0,-1.0
T-013,46,2,3,-2.0,-0.0
T-010,41,1,3,-2.0,-1.0
T-015,55,2,2,4.0,3.0
T-001,27,1,4,-2.0,-1.0
T-009,43,5,1,-2.0,-1.0
T-014,51,2,3,3.0,3.0
T-014,49,5,4,1.0,-0.0
T-007,7,0,3,0.0,0.0
T-012,36,1,3,0.0,1.0
T-001,28,1,3,3.0,3.0
T-016,52,5,3,0.0,-0.0
T-008,37,1,3,-2.0,-1.0
T-009,48,4,1,3.0,2.0
T-017,24,1,2,3.0,3.0
T-011,8,0,1,0.0,0.0
T-007,31,1,3,1.0,-0.0
T-017,49,2,1,-2.0,-1.0
T-003,29,1,3,-1.0000000000000002,0.0
T-008,48,5,3,-2.0,-0.0
T-005,4,0,4,-2.0,-1.0
T-014,49,4,2,2.0,2.0
T-005,50,2,1,0.0,0.0
T-016,55,2,2,0.0,0.0
T-010,15,1,3,1.0,0.0
T-017,51,5,4,4.0,2.0
T-006,35,1,4,0.0,0.0
T-012,28,1,1,3.0,2.0
T-010,13,1,2,-2.0,-1.0
T-003,31,1,3,3.0,1.0
T-008,6,0,1,2.0,1.0
T-005,55,2,1,-2.0,-1.0
T-014,0,0,2,0.0,0.0
T-009,48,2,1,-1.0000000000000002,-0.0
T-001,36,1,4,4.0,2.0
T-003,41,1,2,0.0,-0.0
T-015,29,1,3,-1.0,-1.0
T-005,48,2,2,0.0,-0.0
T-002,48,5,2,2.0,0.0
T-016,17,1,3,0.0,-0.0
T-011,54,5,3,1.0,0.0
T-003,48,5,2,3.0,1.0
T-001,15,1,3,-2.0,-1.0
T-016,11,0,4,-1.0,-0.0
T-013,47,3,1,-1.0,-1.0
T-005,7,0,4,-2.0,-1.0
T-014,19,1,3,0.0,0.0
T-002,43,3,3,1.0,-0.0
T-004,45,4,1,-1.0000000000000002,-1.0
T-007,39,1,3,-1.0000000000000002,0.0
T-013,35,1,4,-2.0,-1.0
T-010,0,0,2,-2.0,-1.0
T-001,34,1,2,-2.0,-2.0
T-004,26,1,4,-1.0,-1.0
T-008,53,4,4,-1.0000000000000002,-1.0
T-010,49,4,1,1.0,-0.0
T-007,30,1,1,2.0,3.0
T-005,48,5,2,3.0,2.0
T-012,8,0,2,-1.0,0.0
T-006,7,0,4,-2.0,-1.0
T-011,49,5,1,-2.0,-1.0
T-016,1,0,2,-2.0,-1.0
T-002,45,4,2,-2.0,-0.0
T-003,52,5,2,2.0,1.0
T-010,43,3,4,-1.0000000000000002,-1.0
T-013,43,4,2,-2.0,-2.0
T-017,22,1,1,1.0,-0.0
T-010,26,1,4,1.0,1.0
T-002,33,1,2,1.0,0.0
T-006,9,0,1,-2.0,-1.0
T-004,42,1,3,1.0,1.0
T-010,47,4,2,-2.0,-1.0
T-009,25,1,4,-2.0,-0.0
T-009,15,1,2,3.0,2.0
T-008,52,4,2,1.0,1.0
T-017,33,1,3,-2.0,-1.0
T-017,48,4,1,3.0,1.0
T-002,44,4,2,-2.0,-1.0
T-017,49,4,2,-1.0,-1.0
T-015,23,1,2,1.0,0.0
T-009,43,3,4,0.0,-0.0
T-001,31,1,4,2.0,3.0
T-011,46,2,3,-2.0,-1.0
T-004,49,5,3,-1.0,0.0
T-009,53,2,2,2.0,0.0
T-012,21,1,1,1.0,2.0
T-001,50,5,2,1.0,2.0
T-013,43,5,2,-1.0000000000000002,0.0
T-014,50,2,3,-1.0000000000000002,-1.0
T-007,41,1,2,1.0,1.0
T-015,25,1,3,1.0,-0.0
T-005,4,0,1,0.0,-0.0
T-014,45,4,2,1.0,0.0
T-006,47,4,3,-2.0,-1.0
T-010,1,0,4,0.0,1.0
T-011,49,2,2,3.0000000000000004,1.0
T-017,43,4,4,-2.0,-1.0
T-009,46,2,1,3.0,2.0
T-007,3,0,3,1.0,-0.0
T-014,15,1,1,-2.0,-1.0
T-002,11,0,2,1.0,-0.0
T-001,14,1,2,1.0,2.0
T-006,9,0,3,-2.0,-1.0
T-014,17,1,2,0.0,1.0
T-012,4,0,2,-2.0,-1.0
T-006,37,1,4,-1.0,-1.0
T-011,20,1,2,-2.0,-0.0
T-007,8,0,2,1.0,2.0
T-016,48,2,1,5.0,4.0
T-004,45,4,2,3.0,2.0
T-005,6,0,3,0.0,1.0
T-009,9,0,3,0.0,1.0
T-008,43,4,1,0.0,1.0
T-009,4,0,2,-2.0,-1.0
T-006,46,5,1,3.0,2.0
T-003,53,5,4,1.0,1.0
T-010,14,1,1,1.0,1.0
T-010,53,5,1,-1.0000000000000002,0.0
T-005,54,5,2,-2.0,-2.0
T-001,18,1,2,-2.0,-1.0
T-001,23,1,1,0.0,0.0
T-001,26,1,4,-2.0,-1.0
T-016,47,3,3,2.0,2.0
T-001,50,2,2,2.0,2.0
T-003,47,5,2,1.0,-0.0
T-007,12,0,2,-1.0000000000000002,0.0
T-006,20,1,2,-2.0,-2.0
T-016,49,2,2,-2.0,-2.0
T-005,49,3,2,-2.0,-1.0
T-004,12,0,1,-2.0,-1.0
T-014,21,1,1,5.0,4.0
T-007,49,2,2,-2.0,-1.0
T-004,53,4,3,-1.0000000000000002,-1.0
T-003,43,5,3,-2.0,-1.0
T-013,47,4,4,3.0,1.0
T-015,50,5,2,2.0,2.0
T-009,44,3,1,-2.0,-1.0
T-008,51,2,2,3.0,1.0
T-007,0,0,4,-2.0,-2.0
T-002,51,2,3,0.0,1.0
T-002,33,1,2,2.0,1.0
T-009,45,5,2,3.0,1.0
T-012,6,0,2,-2.0,-1.0
T-008,17,1,1,-1.0,-1.0
T-012,32,1,3,1.0,0.0
T-014,33,1,4,-2.0,-0.0
T-011,29,1,4,-2.0,-1.0
T-004,2,0,1,-2.0,-1.0
T-001,18,1,3,0.0,1.0
T-014,5,0,4,2.0,1.0
T-011,20,1,4,0.0,0.0
T-004,41,1,1,3.0,2.0
T-017,8,0,3,-1.0,-1.0
T-009,4,0,4,1.0,-0.0
T-017,26,1,4,-2.0,-1.0
T-011,49,4,4,3.0,2.0
T-003,38,1,1,-1.0000000000000002,0.0
T-010,51,5,2,-2.0,-1.0
T-006,4,0,1,0.0,-1.0
T-015,29,1,4,2.0,1.0
T-005,20,1,4,1.0,-0.0
T-005,7,0,3,1.0,0.0
T-007,50,2,4,-2.0,-0.0
T-012,55,2,3,2.0,0.0
T-003,49,2,4,0.0,-1.0
T-007,46,2,3,0.0,1.0
T-011,40,1,1,-1.0,-0.0
T-016,9,0,4,2.0,1.0
T-008,26,1,4,-2.0,-2.0
T-017,35,1,4,0.0,-0.0
T-008,53,2,4,-2.0,-2.0
T-015,3,0,4,2.0,3.0
T-014,28,1,2,-2.0,-2.0
T-001,33,1,4,1.0,1.0
T-008,52,4,2,-1.0000000000000002,0.0
T-002,16,1,3,2.0,3.0
T-013,53,4,2,3.0000000000000004,1.0
T-017,45,2,4,2.0,0.0
T-008,46,5,3,2.0,1.0
T-006,49,3,4,3.0,2.0
T-013,48,2,4,0.0,0.0
T-002,49,4,4,-2.0,-1.0
T-003,49,4,3,-1.0,-1.0
T-016,44,3,2,-1.0000000000000002,-0.0
T-007,16,1,3,0.0,-0.0
T-007,49,3,2,2.0,0.0
T-006,37,1,1,2.0,1.0
T-005,52,4,3,-2.0,-1.0
T-011,3,0,2,0.0,-1.0
T-017,32,1,2,-1.0000000000000002,-1.0
T-014,50,4,4,-1.0000000000000002,0.0
T-007,52,5,1,-1.0000000000000002,-1.0
T-008,47,3,3,0.0,-0.0
T-011,55,5,4,3.0,3.0
T-007,53,4,3,0.0,0.0
T-003,53,5,3,-1.0000000000000002,-1.0
T-008,26,1,2,0.0,1.0
T-008,4,0,3,-2.0,-1.0
T-001,21,1,3,0.0,0.0
T-005,6,0,3,2.0,1.0
T-015,55,5,3,-2.0,-1.0
T-009,53,2,1,2.0,1.0
T-012,8,0,2,2.0,2.0
T-010,48,5,1,1.0,1.0
T-007,18,1,1,-1.0,-0.0
T-011,40,1,1,4.0,3.0
T-005,37,1,2,-2.0,-1.0
T-013,51,2,1,-1.0000000000000002,0.0
T-012,8,0,1,-2.0,-1.0
T-012,53,2,1,-2.0,-1.0
T-006,0,0,2,-2.0,-1.0
T-015,49,3,1,-1.0,-0.0
T-005,38,1,4,0.0,-0.0
T-009,53,5,3,1.0,0.0
T-002,1,0,3,-2.0,-2.0
T-013,44,4,2,-2.0,-1.0
T-017,54,5,2,1.0,0.0
T-016,46,5,4,2.0,2.0
T-011,55,2,4,1.0,-0.0
T-015,37,1,1,3.0,3.0
T-005,6,0,2,0.0,1.0
T-006,49,4,3,-2.0,-1.0
T-005,55,2,1,-2.0,-0.0
T-003,43,5,1,1.0,0.0
T-008,48,2,1,-1.0,-1.0
T-011,21,1,2,4.0,3.0
T-005,35,1,2,3.0,3.0
T-004,25,1,3,-2.0,-1.0
T-003,47,5,2,0.0,1.0
T-009,2,0,3,3.0,1.0
T-003,38,1,1,-2.0,-0.0
T-009,33,1,3,-1.0,-0.0
T-008,51,5,2,0.0,-1.0
T-005,29,1,4,0.0,-0.0
T-009,48,5,4,-2.0,-1.0
T-016,54,5,2,-2.0,-2.0
T-005,36,1,2,2.0,0.0
T-008,18,1,4,2.0,3.0
T-014,52,4,1,-2.0,-0.0
T-006,44,4,2,-2.0,-1.0
T-009,45,4,3,0.0,0.0
T-014,49,3,1,0.0,-0.0
T-011,48,5,4,-1.0,-1.0
T-007,22,1,2,-2.0,-1.0
T-005,37,1,3,0.0,0.0
T-010,18,1,3,-1.0000000000000002,-0.0
T-008,22,1,1,2.0,3.0
T-009,51,2,3,2.0,1.0
T-008,51,2,1,1.0,-1.0
T-004,31,1,3,-2.0,-1.0
T-014,8,0,2,0.0,0.0
T-002,27,1,3,-1.0,0.0
T-016,11,0,4,-1.0,-1.0
T-013,45,2,2,-1.0000000000000002,-0.0
T-004,18,1,4,0.0,-0.0
T-007,44,3,3,0.0,0.0
T-017,28,1,2,-2.0,-2.0
T-001,52,4,2,1.0,1.0
T-015,49,4,3,2.0,2.0
T-016,45,4,1,1.0,0.0
T-004,37,1,1,-2.0,-2.0
T-004,12,0,4,3.0,1.0
T-002,44,5,1,3.0,2.0
T-016,22,1,3,-2.0,-0.0
T-010,2,0,2,0.0,-0.0
T-003,48,4,3,-2.0,-2.0
T-016,21,1,2,2.0,2.0
T-003,22,1,1,-2.0,-1.0
T-005,43,5,1,1.0,2.0
T-009,43,4,4,-1.0000000000000002,-1.0
T-013,48,5,2,-2.0,-1.0
T-017,40,1,1,1.0,2.0
T-001,49,4,1,-2.0,-1.0
T-005,19,1,4,1.0,0.0
T-017,3,0,4,1.0,1.0
T-001,40,1,1,3.0,2.0
T-002,51,5,2,1.0,0.0
T-016,39,1,3,-2.0,-2.0
T-015,46,5,2,-2.0,-1.0
T-016,6,0,2,3.0,3.0
T-005,43,3,4,-1.0000000000000002,-1.0
T-015,44,4,4,3.0000000000000004,2.0
T-006,49,5,3,-2.0,-1.0
T-007,43,3,4,-2.0,-1.0
T-004,44,5,1,1.0,0.0
T-015,34,1,2,-2.0,-1.0
T-007,48,2,2,0.0,-0.0
T-008,51,5,1,2.0,1.0
T-005,34,1,2,-1.0000000000000002,-1.0
T-003,4,0,1,-1.0,-0.0
T-008,29,1,2,2.0,1.0
T-014,43,5,3,-2.0,-2.0
T-008,32,1,2,-2.0,-2.0
T-008,49,5,4,0.0,-0.0
T-006,47,5,1,-2.0,-0.0
T-002,40,1,1,-2.0,-2.0
T-016,48,2,2,-1.0000000000000002,-1.0
T-001,46,2,2,0.0,0.0
T-012,18,1,4,-2.0,-1.0
T-013,53,4,4,0.0,0.0
T-015,53,5,4,-1.0000000000000002,-2.0
T-009,49,4,4,-1.0000000000000002,0.0
T-011,16,1,1,2.0,1.0
T-009,20,1,4,4.0,2.0
T-011,24,1,4,0.0,1.0
T-013,43,3,4,1.0,1.0
T-008,46,5,2,1.0,2.0
T-013,24,1,2,-1.0000000000000002,-1.0
T-001,8,0,3,4.0,3.0
T-016,51,2,3,0.0,0.0
T-017,50,4,3,-2.0,-1.0
T-002,5,0,4,1.0,0.0
T-010,48,4,4,-1.0,0.0
T-008,23,1,4,-2.0,-1.0
T-008,28,1,1,1.0,0.0
T-011,24,1,4,3.0,2.0
T-015,11,0,1,0.0,-0.0
T-001,39,1,2,-2.0,-1.0
T-011,3,0,4,-1.0,-0.0
T-014,49,3,4,-2.0,-1.0
T-012,47,5,1,-2.0,-1.0
T-011,11,0,2,-2.0,-1.0
T-006,38,1,1,-1.0000000000000002,-1.0
T-009,19,1,2,0.0,-0.0
T-017,6,0,1,3.0,2.0
T-011,52,5,3,1.0,1.0
T-012,16,1,1,-1.0,0.0
T-004,38,1,2,3.0,1.0
T-006,38,1,4,2.0,3.0
T-008,52,4,3,-2.0,-2.0
T-015,41,1,2,2.0,2.0
T-005,44,4,3,0.0,-0.0
T-016,33,1,4,-2.0,-2.0
T-004,34,1,3,0.0,-0.0
T-001,50,5,3,-2.0,-1.0
T-001,47,5,4,-1.0,-0.0
T-015,51,5,1,-2.0,-1.0
T-015,48,2,4,-2.0,-1.0
T-010,4,0,3,-2.0,-1.0
T-014,49,4,1,2.0,2.0
T-017,17,1,3,-1.0,-1.0
T-012,35,1,2,-2.0,-1.0
T-002,13,1,4,1.0,1.0
T-016,10,0,4,0.0,-0.0
T-013,49,2,4,1.0,0.0
T-013,53,4,1,-2.0,-1.0
T-012,23,1,4,4.0,3.0
T-007,4,0,2,3.0,2.0
T-006,25,1,1,-1.0000000000000002,-1.0
T-007,50,2,1,0.0,-0.0
T-010,44,5,4,0.0,1.0
T-017,28,1,1,0.0,-0.0
T-012,49,2,4,-2.0,-1.0
T-008,33,1,3,-2.0,-1.0
T-002,22,1,1,-2.0,-2.0
T-011,47,5,1,2.0,2.0
T-017,11,0,1,2.0,2.0
T-013,42,1,2,-1.0,-1.0
T-009,49,2,4,-2.0,-1.0
T-013,35,1,1,0.0,-0.0
T-004,41,1,3,-1.0000000000000002,-0.0
T-005,9,0,3,1.0,0.0
T-003,31,1,1,1.0,0.0
T-016,47,4,4,-2.0,-1.0
T-015,25,1,1,-2.0,-1.0
T-010,13,1,1,-2.0,-1.0
T-002,11,0,1,-2.0,-2.0
T-014,45,4,4,0.0,-0.0
T-016,4,0,4,3.0,1.0
T-015,37,1,2,1.0,-0.0
T-014,39,1,4,1.0,1.0
T-004,0,0,1,0.0,0.0
T-010,4,0,3,-1.0,0.0
T-004,41,1,1,0.0,-0.0
T-003,37,1,3,-1.0000000000000002,0.0
T-008,55,2,4,0.0,-1.0
T-011,0,0,3,-1.0,-0.0
T-017,47,4,2,-1.0000000000000002,-1.0
T-005,6,0,1,-2.0,-1.0
T-013,45,4,4,5.0,3.0
T-011,24,1,4,0.0,-0.0
T-007,33,1,4,1.0,2.0
T-016,42,1,2,0.0,1.0
T-001,43,4,1,3.0,2.0
T-012,36,1,4,-2.0,-1.0
T-006,49,2,3,2.0,4.0
T-016,21,1,2,-2.0,-0.0
T-005,53,4,1,1.0,0.0
T-009,45,4,3,-1.0,0.0
T-016,2,0,4,4.0,3.0
T-008,34,1,4,4.0,3.0
T-015,55,5,4,-1.0000000000000002,-0.0
T-017,49,3,1,-2.0,-1.0
T-011,19,1,1,1.0,-0.0
T-004,45,4,1,2.0,1.0
T-014,3,0,4,-2.0,-2.0
T-008,26,1,4,1.0,1.0
T-011,37,1,3,0.0,0.0
T-007,35,1,1,2.0,2.0
T-010,51,5,4,-1.0000000000000002,-1.0
T-008,48,4,3,4.0,3.0
T-006,50,5,4,-2.0,-1.0
T-015,38,1,3,1.0,0.0
T-002,48,2,3,0.0,-0.0
T-008,48,5,4,-2.0,-2.0
T-008,46,2,1,0.0,0.0
T-004,27,1,4,0.0,1.0
T-003,3,0,2,1.0,1.0
T-015,20,1,3,-2.0,-1.0
T-011,31,1,4,3.0,1.0
T-014,20,1,1,2.0,1.0
T-016,49,5,2,-2.0,-1.0
T-005,20,1,3,-1.0,0.0
T-002,48,4,2,0.0,-1.0
T-007,50,2,4,3.0000000000000004,2.0
T-006,49,4,1,4.0,2.0
T-006,47,4,3,-1.0,-0.0
T-017,14,1,2,0.0,1.0
T-012,53,4,4,-2.0,-0.0
T-005,28,1,1,2.0,2.0
T-007,49,3,1,-1.0000000000000002,-1.0
T-017,53,4,1,-1.0,0.0
T-011,45,2,4,2.0,1.0
T-017,41,1,4,0.0,0.0
T-011,48,2,4,-2.0,-1.0
T-001,37,1,4,0.0,0.0
T-005,43,4,3,-2.0,-2.0
T-010,53,2,4,-2.0,-1.0
T-003,43,3,4,-2.0,-2.0
T-017,8,0,1,-1.0,0.0
T-006,31,1,1,0.0,-0.0
T-010,31,1,4,-2.0,-1.0
T-015,52,5,1,-2.0,-1.0
T-002,1,0,1,3.0,2.0
T-013,52,5,2,2.0,1.0
T-008,3,0,1,1.0,0.0
T-008,44,5,2,-1.0000000000000002,-0.0
T-010,48,5,4,1.0,1.0
T-006,11,0,2,-2.0,-1.0
T-011,43,4,1,0.0,-1.0
T-002,48,5,3,0.0,0.0
T-005,50,2,2,1.0,1.0
T-007,52,5,1,3.0,2.0
T-005,42,1,4,1.0,0.0
T-006,49,2,3,3.0,3.0
T-009,12,0,4,-2.0,-1.0
T-015,2,0,4,-2.0,-0.0
T-012,48,2,2,-2.0,-1.0
T-008,25,1,1,-1.0000000000000002,-1.0
T-004,43,3,1,2.0,1.0
T-014,10,0,2,-2.0,-1.0
T-004,43,5,2,3.0,2.0
T-003,43,5,3,2.0,2.0
T-006,31,1,4,-2.0,-0.0
T-002,26,1,1,-2.0,-1.0
T-008,19,1,4,1.0,1.0
T-003,54,5,1,-1.0000000000000002,-0.0
T-009,43,3,3,0.0,-0.0
T-014,51,2,2,-1.0000000000000002,-1.0
T-009,45,4,1,-2.0,-1.0
T-007,24,1,1,-2.0,-2.0
T-014,48,5,1,-2.0,-1.0
T-010,36,1,2,-1.0000000000000002,-1.0
T-011,0,0,3,-2.0,-1.0
T-004,50,2,4,-2.0,-1.0
T-009,25,1,3,2.0,3.0
T-001,36,1,2,2.0,1.0
T-011,40,1,4,-1.0000000000000002,0.0
T-009,50,4,4,-1.0000000000000002,-0.0
T-017,4,0,3,-1.0,0.0
T-001,34,1,3,-2.0,-1.0
T-012,45,4,2,4.0,3.0
T-015,24,1,4,3.0,1.0
T-002,49,5,2,-1.0,-1.0
T-016,48,4,3,0.0,-0.0
T-007,44,4,4,2.0,1.0
T-016,50,2,2,-2.0,-0.0
T-014,21,1,1,-2.0,-1.0
T-013,47,4,2,1.0,1.0
T-006,4,0,4,1.0,1.0
T-008,42,1,1,0.0,0.0
T-005,12,0,3,0.0,-1.0
T-001,11,0,2,-1.0000000000000002,-0.0
T-013,2,0,1,1.0,0.0
T-011,53,4,4,0.0,-0.0
T-002,55,2,4,-2.0,-2.0
T-016,48,4,1,1.0,1.0
T-005,47,3,3,-2.0,-1.0
T-007,48,5,2,4.0,2.0
T-015,43,3,1,2.0,0.0
T-010,19,1,2,-1.0000000000000002,-1.0
T-003,12,0,1,-1.0000000000000002,-1.0
T-005,25,1,2,4.0,2.0
T-002,36,1,3,-2.0,-1.0
T-001,42,1,1,-2.0,-1.0
T-003,27,1,1,-2.0,-1.0
T-006,50,4,1,-2.0,-1.0
T-004,46,5,3,-1.0000000000000002,-1.0
T-006,47,5,1,1.0,0.0
T-011,54,5,4,-1.0000000000000002,-0.0
T-002,49,2,3,1.0,2.0
T-003,43,4,3,0.0,-0.0
T-007,45,5,3,3.0,3.0
T-017,54,5,4,-1.0000000000000002,-0.0
T-017,31,1,1,-1.0000000000000002,-1.0
T-005,48,4,3,-2.0,-1.0
T-015,19,1,2,0.0,-0.0
T-004,35,1,3,1.0,-0.0
T-013,22,1,1,0.0,1.0
T-002,41,1,4,1.0,1.0
T-012,33,1,1,2.0,1.0
T-008,25,1,4,-2.0,-1.0
T-008,31,1,2,3.0,2.0
T-003,51,5,4,-2.0,-1.0
T-012,49,2,1,-1.0000000000000002,0.0
T-002,3,0,2,2.0,1.0
T-013,17,1,3,2.0,2.0
T-001,55,5,1,3.0,3.0
T-007,31,1,2,-2.0,-1.0
T-008,27,1,3,0.0,0.0
T-003,44,3,4,0.0,-1.0
T-006,25,1,4,-2.0,-1.0
T-002,10,0,1,2.0,2.0
T-002,31,1,2,-2.0,-1.0
T-008,30,1,2,0.0,0.0
T-003,43,3,1,1.0,1.0
T-014,53,2,2,3.0000000000000004,2.0
T-002,3,0,1,0.0,0.0
T-015,8,0,1,0.0,0.0
T-005,32,1,3,-1.0000000000000002,-0.0
T-002,18,1,4,0.0,-0.0
T-007,13,1,2,4.0,2.0
T-012,13,1,4,-2.0,-2.0
T-004,23,1,2,0.0,-1.0
T-001,47,4,2,2.0,-0.0
T-008,25,1,3,3.0,3.0
T-007,36,1,4,-2.0,-0.0
T-008,13,1,4,1.0,-0.0
T-003,49,3,4,-2.0,-1.0
T-004,36,1,2,-2.0,-2.0
T-002,53,5,3,-2.0,-1.0
T-008,31,1,1,-2.0,-1.0
T-008,50,2,1,-2.0,-2.0
T-009,50,4,1,-2.0,-1.0
T-002,35,1,2,1.0,1.0
T-005,46,2,3,0.0,1.0
T-011,5,0,2,-2.0,-1.0
T-004,48,5,2,-1.0000000000000002,-0.0
T-009,22,1,3,-2.0,-1.0
T-001,50,5,2,-1.0000000000000002,-1.0
T-008,43,3,2,-1.0000000000000002,-1.0
T-013,35,1,1,0.0,-1.0
T-009,14,1,2,2.0,2.0
T-002,9,0,4,3.0,2.0
T-008,45,5,3,2.0,0.0
T-013,43,5,3,2.0,2.0
T-003,49,5,3,-2.0,-1.0
T-010,41,1,1,1.0,0.0
T-009,15,1,1,1.0,-0.0
T-011,17,1,3,-2.0,-1.0
T-011,31,1,4,0.0,1.0
T-010,2,0,3,0.0,0.0
T-003,14,1,1,0.0,0.0
