Crew_ID,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken,Location
C-031,2023-02-06,42.78,54.93,552.08,7.22,Windy,Equipment_C,5,14.85,0,2023-01-01 11:01:00,2,MT2
C-077,2023-05-12,47.48,10.42,547.4,8.74,Rainy,Equipment_B,3,3.71,0,2023-01-01 12:43:00,3,DT1
C-231,2023-07-28,115.46,29.94,542.37,8.11,Cloudy,Equipment_B,7,13.53,1,2023-01-01 19:47:00,3,BT1
C-172,2023-07-13,107.65,50.28,523.54,4.17,Sunny,Equipment_D,2,10.75,1,2023-01-01 02:42:00,4,DT1
C-052,2023-11-13,112.36,21.21,485.14,4.39,Rainy,Equipment_C,6,18.58,1,2023-01-01 06:11:00,1,DT1
C-106,2023-12-31,28.52,46.58,481.01,9.91,Sunny,Equipment_A,6,17.65,1,2023-01-01 09:13:00,2,DT1
C-042,2023-04-04,73.13,33.76,503.15,9.15,Cloudy,Equipment_D,3,4.08,0,2023-01-01 17:10:00,4,MT1
C-226,2023-04-08,92.73,11.74,554.56,2.65,Sunny,Equipment_C,1,4.66,0,2023-01-01 22:25:00,1,HT1
C-105,2023-09-16,40.98,42.99,481.46,5.72,Windy,Equipment_C,5,16.14,1,2023-01-01 05:10:00,2,MT2
C-166,2023-01-26,29.32,24.71,506.81,5.61,Sunny,Equipment_A,3,16.72,0,2023-01-01 18:48:00,2,BT2
C-038,2023-01-31,91.04,9.5,575.99,8.97,Cloudy,Equipment_C,4,8.05,0,2023-01-01 07:30:00,2,DT3
C-131,2023-03-04,42.69,14.36,566.23,3.89,Sunny,Equipment_C,1,17.08,0,2023-01-01 23:35:00,1,MT1
C-186,2023-04-01,32.14,41.58,533.52,1.3,Cloudy,Equipment_D,2,6.19,1,2023-01-01 05:54:00,3,BT2
C-074,2023-03-17,17.36,22.25,482.14,4.87,Rainy,Equipment_D,5,2.95,1,2023-01-01 03:45:00,3,DT2
C-233,2023-04-15,39.52,8.15,518.37,8.45,Windy,Equipment_D,8,10.29,1,2023-01-01 16:39:00,2,MT1
C-063,2023-04-03,17.14,33.62,565.98,3.05,Windy,Equipment_D,5,11.47,1,2023-01-01 09:58:00,4,MT1
C-242,2023-06-06,90.42,41.49,549.87,3.87,Windy,Equipment_A,1,17.99,1,2023-01-01 17:27:00,1,DT1
C-136,2023-06-16,71.09,25.0,538.81,7.91,Cloudy,Equipment_D,7,3.35,1,2023-01-01 01:46:00,2,DT1
C-148,2023-08-17,119.99,14.21,581.83,9.22,Rainy,Equipment_B,4,7.34,0,2023-01-01 10:56:00,4,MT2
C-009,2023-07-14,59.35,19.17,484.57,7.21,Cloudy,Equipment_A,9,12.74,1,2023-01-01 22:49:00,3,DT1
C-145,2023-10-16,28.52,46.53,499.17,9.88,Windy,Equipment_B,1,10.45,1,2023-01-01 18:12:00,1,DT1
C-175,2023-03-03,34.8,5.95,596.35,3.4,Sunny,Equipment_D,7,11.89,1,2023-01-01 21:48:00,2,BT2
C-121,2023-06-03,103.03,56.21,554.46,4.48,Windy,Equipment_C,5,9.84,1,2023-01-01 01:49:00,2,DT2
C-222,2023-11-30,107.2,16.09,558.83,5.89,Cloudy,Equipment_B,8,2.89,1,2023-01-01 15:17:00,4,DT3
C-201,2023-05-31,38.55,13.47,527.62,7.09,Sunny,Equipment_B,3,5.95,1,2023-01-01 04:58:00,4,BT2
C-064,2023-04-06,45.41,29.23,528.24,4.81,Sunny,Equipment_B,8,8.19,0,2023-01-01 06:55:00,4,HT1
C-064,2023-05-02,69.44,10.8,544.86,9.51,Windy,Equipment_B,4,5.99,1,2023-01-01 02:05:00,1,HT1
C-192,2023-12-07,36.68,8.05,543.36,3.42,Rainy,Equipment_A,8,9.1,0,2023-01-01 07:52:00,1,BT2
C-238,2023-04-01,88.11,14.77,564.27,8.66,Sunny,Equipment_C,7,16.31,0,2023-01-01 02:09:00,2,BT2
C-126,2023-05-18,73.11,37.06,517.12,6.88,Windy,Equipment_C,5,7.26,1,2023-01-01 12:21:00,1,HT1
C-224,2023-06-04,14.9,24.15,504.99,1.18,Windy,Equipment_A,6,6.5,1,2023-01-01 00:01:00,4,DT1
C-101,2023-06-29,60.48,56.57,500.02,8.83,Sunny,Equipment_D,7,4.1,1,2023-01-01 10:01:00,2,HT1
C-043,2023-08-07,110.85,44.56,496.07,1.19,Cloudy,Equipment_A,2,15.96,0,2023-01-01 08:50:00,4,MT1
C-040,2023-12-09,104.58,25.47,534.64,9.95,Sunny,Equipment_A,8,15.5,0,2023-01-01 18:58:00,3,HT1
C-192,2023-10-29,59.26,30.01,535.06,3.29,Cloudy,Equipment_B,6,1.07,0,2023-01-01 19:15:00,3,BT2
C-222,2023-09-16,100.12,21.62,542.4,2.27,Windy,Equipment_C,9,6.65,0,2023-01-01 20:52:00,3,DT3
C-041,2023-07-14,69.68,26.76,501.0,5.02,Rainy,Equipment_A,2,12.86,0,2023-01-01 20:15:00,2,BT2
C-111,2023-02-04,108.68,30.77,490.76,9.11,Windy,Equipment_A,4,10.08,0,2023-01-01 17:28:00,3,BT1
C-129,2023-11-10,94.73,52.16,488.24,6.77,Rainy,Equipment_D,1,14.64,0,2023-01-01 18:22:00,2,DT1
C-161,2023-10-30,96.96,40.71,518.06,3.82,Rainy,Equipment_C,3,10.23,1,2023-01-01 19:08:00,2,BT2
C-086,2023-04-05,117.02,11.74,495.88,8.71,Rainy,Equipment_A,8,15.18,0,2023-01-01 12:02:00,1,MT2
C-212,2023-10-10,97.58,8.62,529.43,6.09,Windy,Equipment_D,9,16.75,0,2023-01-01 12:03:00,3,DT2
C-241,2023-05-09,51.82,10.09,513.55,9.02,Sunny,Equipment_A,8,5.95,1,2023-01-01 02:12:00,1,MT2
C-087,2023-12-16,48.41,24.37,554.52,6.59,Sunny,Equipment_C,9,1.41,1,2023-01-01 10:16:00,4,DT2
C-050,2023-06-23,28.18,38.56,582.24,7.39,Rainy,Equipment_A,8,18.14,0,2023-01-01 13:20:00,2,BT2
C-017,2023-06-29,63.97,28.58,530.52,4.32,Rainy,Equipment_B,2,3.93,0,2023-01-01 02:44:00,1,MT1
C-098,2023-02-26,86.17,14.99,598.8,5.06,Cloudy,Equipment_A,6,15.32,0,2023-01-01 07:17:00,4,MT1
C-102,2023-06-06,31.48,59.04,539.33,1.12,Sunny,Equipment_D,9,16.97,1,2023-01-01 23:18:00,4,BT1
C-197,2023-08-27,99.62,25.34,517.93,2.7,Sunny,Equipment_B,1,18.3,1,2023-01-01 21:45:00,4,DT2
C-138,2023-09-03,71.09,43.36,529.11,7.49,Windy,Equipment_A,5,2.15,0,2023-01-01 08:29:00,2,DT1
C-034,2023-04-25,62.0,5.82,507.32,6.42,Sunny,Equipment_A,3,5.62,0,2023-01-01 12:05:00,4,HT1
C-153,2023-06-06,16.84,27.34,555.06,4.78,Cloudy,Equipment_D,1,4.95,1,2023-01-01 16:51:00,4,BT2
C-136,2023-04-05,56.97,16.0,544.4,1.03,Cloudy,Equipment_C,7,13.09,1,2023-01-01 17:53:00,3,DT1
C-082,2023-07-30,26.9,34.47,589.12,4.36,Sunny,Equipment_B,4,3.88,0,2023-01-01 22:57:00,3,DT1
C-160,2023-02-01,107.26,16.19,546.32,1.23,Windy,Equipment_C,8,16.09,0,2023-01-01 05:34:00,4,HT1
C-049,2023-11-10,77.68,41.96,502.16,1.31,Sunny,Equipment_C,4,18.61,0,2023-01-01 05:50:00,1,DT2
C-126,2023-03-14,35.21,29.83,490.1,1.48,Cloudy,Equipment_C,7,5.14,1,2023-01-01 08:22:00,4,HT1
C-057,2023-07-12,108.06,20.85,510.6,3.02,Windy,Equipment_A,3,9.38,0,2023-01-01 20:54:00,1,DT1
C-237,2023-07-01,57.48,40.19,505.77,1.28,Cloudy,Equipment_C,5,11.63,1,2023-01-01 03:31:00,1,DT3
C-164,2023-03-10,106.92,26.37,488.99,4.93,Sunny,Equipment_D,1,3.86,0,2023-01-01 04:53:00,3,MT1
C-124,2023-04-12,34.0,30.23,569.33,6.35,Sunny,Equipment_B,8,1.02,0,2023-01-01 06:35:00,1,HT1
C-081,2023-05-02,45.87,7.3,511.97,1.21,Rainy,Equipment_D,9,1.46,1,2023-01-01 11:28:00,3,DT2
C-009,2023-09-20,79.75,49.34,528.03,1.23,Sunny,Equipment_C,1,10.47,0,2023-01-01 21:52:00,1,DT1
C-241,2023-05-28,98.38,35.54,553.3,4.92,Windy,Equipment_B,2,19.7,1,2023-01-01 03:58:00,2,MT2
C-167,2023-06-13,54.5,16.07,540.39,9.59,Windy,Equipment_B,6,1.55,1,2023-01-01 05:01:00,2,DT3
C-225,2023-08-02,40.59,59.86,540.32,4.16,Sunny,Equipment_C,4,8.09,0,2023-01-01 22:39:00,4,BT2
C-025,2023-05-07,42.66,12.12,534.16,9.41,Rainy,Equipment_C,3,7.31,1,2023-01-01 11:51:00,3,HT1
C-222,2023-08-09,44.05,37.03,555.08,3.27,Cloudy,Equipment_D,2,6.77,1,2023-01-01 03:11:00,2,DT3
C-144,2023-08-11,39.65,46.08,504.08,3.23,Sunny,Equipment_A,9,1.24,0,2023-01-01 21:40:00,4,DT2
C-162,2023-09-01,48.26,19.67,595.69,7.35,Cloudy,Equipment_A,7,17.18,1,2023-01-01 15:25:00,4,MT2
C-144,2023-06-03,21.56,33.35,520.34,3.37,Windy,Equipment_A,7,5.45,1,2023-01-01 05:34:00,4,DT2
C-121,2023-11-01,82.53,25.49,538.54,9.21,Windy,Equipment_D,1,18.32,1,2023-01-01 11:07:00,4,DT2
C-054,2023-09-05,82.07,30.66,530.28,1.45,Windy,Equipment_C,5,15.68,1,2023-01-01 19:50:00,2,DT3
C-074,2023-08-25,29.09,19.08,516.59,2.12,Windy,Equipment_A,4,13.27,0,2023-01-01 18:49:00,1,DT2
C-026,2023-02-19,69.32,57.25,482.71,6.2,Sunny,Equipment_C,4,14.25,0,2023-01-01 21:15:00,3,MT2
C-166,2023-01-17,79.77,55.25,486.47,1.74,Sunny,Equipment_C,1,15.43,1,2023-01-01 05:05:00,1,BT2
C-058,2023-10-29,27.62,24.22,490.55,1.88,Rainy,Equipment_C,4,4.16,1,2023-01-01 11:32:00,2,DT3
C-108,2023-09-28,47.05,39.0,573.71,9.59,Cloudy,Equipment_B,8,5.0,0,2023-01-01 15:03:00,2,MT2
C-082,2023-12-06,20.85,32.88,562.85,6.18,Sunny,Equipment_A,7,2.54,0,2023-01-01 16:56:00,4,DT1
C-082,2023-04-18,88.42,11.66,585.22,2.37,Windy,Equipment_D,6,4.3,1,2023-01-01 17:23:00,1,DT1
C-092,2023-12-27,99.81,59.78,546.34,4.03,Cloudy,Equipment_D,9,17.34,1,2023-01-01 00:11:00,3,DT3
C-049,2023-06-11,26.21,50.66,592.01,7.36,Windy,Equipment_B,1,1.07,1,2023-01-01 04:04:00,2,DT2
C-148,2023-09-28,47.09,31.74,492.99,2.8,Rainy,Equipment_A,3,18.24,0,2023-01-01 01:10:00,1,MT2
C-167,2023-12-19,57.87,32.82,596.82,6.19,Sunny,Equipment_D,1,13.87,1,2023-01-01 17:28:00,2,DT3
C-202,2023-02-22,112.85,44.21,544.69,9.0,Cloudy,Equipment_C,8,2.11,0,2023-01-01 07:39:00,1,DT2
C-126,2023-08-26,48.52,48.19,495.91,6.99,Windy,Equipment_B,6,16.58,1,2023-01-01 03:56:00,2,HT1
C-134,2023-09-04,66.84,38.79,548.11,3.18,Cloudy,Equipment_C,4,4.48,1,2023-01-01 03:52:00,3,BT2
C-164,2023-03-18,31.66,25.24,574.22,4.0,Rainy,Equipment_B,2,15.33,1,2023-01-01 15:53:00,2,MT1
C-060,2023-05-28,30.49,36.71,565.24,8.86,Cloudy,Equipment_C,8,1.53,1,2023-01-01 08:55:00,1,BT2
C-227,2023-10-16,96.23,30.87,533.11,9.58,Rainy,Equipment_D,9,18.6,1,2023-01-01 11:08:00,4,DT2
C-227,2023-08-01,56.88,33.63,564.6,7.11,Windy,Equipment_D,8,2.72,1,2023-01-01 19:39:00,2,DT2
C-110,2023-12-05,59.46,42.26,567.82,7.63,Windy,Equipment_B,9,11.46,1,2023-01-01 16:58:00,1,MT1
C-095,2023-07-17,92.35,14.48,571.8,2.86,Sunny,Equipment_C,1,16.14,1,2023-01-01 20:58:00,2,DT1
C-192,2023-07-16,93.6,18.74,594.28,2.5,Cloudy,Equipment_A,3,2.88,0,2023-01-01 10:12:00,4,BT2
C-016,2023-01-11,61.92,44.48,537.99,8.13,Cloudy,Equipment_C,7,17.14,1,2023-01-01 09:50:00,3,MT1
C-238,2023-02-05,18.78,37.68,546.05,4.06,Rainy,Equipment_D,7,2.4,0,2023-01-01 21:21:00,2,BT2
C-194,2023-06-06,69.36,54.74,572.04,3.88,Windy,Equipment_A,4,4.2,0,2023-01-01 23:19:00,3,BT1
C-107,2023-11-11,118.27,25.9,575.69,9.24,Rainy,Equipment_C,1,3.86,0,2023-01-01 21:21:00,2,MT1
C-168,2023-07-10,67.24,32.74,562.32,3.34,Rainy,Equipment_C,8,4.74,0,2023-01-01 03:33:00,1,MT2
C-101,2023-07-20,52.8,30.4,567.46,5.9,Windy,Equipment_D,9,9.01,1,2023-01-01 05:41:00,1,HT1
C-002,2023-01-28,59.81,46.56,513.99,4.96,Rainy,Equipment_A,4,1.66,1,2023-01-01 12:34:00,2,BT1
C-144,2023-07-17,96.79,50.05,571.87,3.82,Sunny,Equipment_C,9,11.75,1,2023-01-01 21:48:00,4,DT2
C-075,2023-09-26,92.57,47.33,520.63,1.68,Cloudy,Equipment_C,2,12.44,0,2023-01-01 21:16:00,1,DT3
C-099,2023-01-21,14.95,24.03,566.53,9.02,Cloudy,Equipment_A,9,2.66,1,2023-01-01 17:46:00,2,BT2
C-090,2023-04-10,74.11,32.4,512.72,4.59,Sunny,Equipment_A,9,3.31,1,2023-01-01 04:40:00,1,MT2
C-042,2023-05-03,109.46,7.84,582.08,5.11,Rainy,Equipment_B,9,9.68,1,2023-01-01 16:18:00,4,MT1
C-212,2023-06-15,104.52,56.32,511.95,1.44,Cloudy,Equipment_A,4,6.12,1,2023-01-01 10:07:00,2,DT2
C-229,2023-08-23,113.36,22.49,575.86,7.23,Sunny,Equipment_C,5,6.88,0,2023-01-01 05:02:00,3,HT1
C-014,2023-04-18,70.69,37.28,504.32,4.35,Cloudy,Equipment_C,2,19.35,0,2023-01-01 04:35:00,4,DT3
C-034,2023-10-23,58.89,33.59,553.68,1.77,Sunny,Equipment_B,2,10.69,0,2023-01-01 10:28:00,2,HT1
C-064,2023-04-13,11.55,59.15,554.48,5.03,Windy,Equipment_A,6,4.06,1,2023-01-01 18:55:00,2,HT1
C-070,2023-06-22,118.72,26.81,574.61,6.72,Rainy,Equipment_B,9,19.9,0,2023-01-01 10:17:00,4,HT1
C-178,2023-05-27,60.37,42.51,488.72,2.11,Sunny,Equipment_B,7,17.94,1,2023-01-01 06:31:00,2,DT1
C-155,2023-01-12,71.42,58.34,486.15,8.55,Cloudy,Equipment_A,2,17.47,1,2023-01-01 21:33:00,3,BT1
C-090,2023-01-20,58.85,43.85,550.99,4.64,Sunny,Equipment_C,8,11.9,1,2023-01-01 10:33:00,4,MT2
C-004,2023-02-05,26.42,5.75,548.21,8.07,Cloudy,Equipment_A,6,6.23,0,2023-01-01 17:34:00,4,HT1
C-234,2023-04-26,97.34,15.8,554.04,1.32,Sunny,Equipment_C,2,12.92,0,2023-01-01 20:42:00,2,MT2
C-180,2023-07-27,60.42,33.68,555.65,2.28,Cloudy,Equipment_A,2,14.84,1,2023-01-01 17:03:00,4,MT1
C-026,2023-01-27,57.84,53.67,486.53,9.76,Cloudy,Equipment_C,8,2.2,1,2023-01-01 06:35:00,3,MT2
C-112,2023-06-12,102.58,17.45,561.75,9.62,Cloudy,Equipment_C,1,18.9,1,2023-01-01 19:02:00,2,DT3
C-088,2023-02-27,103.11,6.85,542.29,4.23,Cloudy,Equipment_B,4,17.57,1,2023-01-01 03:49:00,4,BT1
C-143,2023-01-01,61.89,24.85,486.65,2.09,Sunny,Equipment_C,2,9.6,1,2023-01-01 15:22:00,2,DT1
C-220,2023-06-14,117.62,14.74,588.31,2.78,Sunny,Equipment_A,9,6.51,0,2023-01-01 08:58:00,1,DT3
C-107,2023-06-19,83.19,43.47,547.7,6.27,Windy,Equipment_B,8,4.85,0,2023-01-01 09:10:00,3,MT1
C-249,2023-07-09,81.88,47.75,531.64,3.39,Rainy,Equipment_B,8,9.04,1,2023-01-01 01:05:00,1,BT2
C-203,2023-05-01,112.21,6.97,590.42,5.17,Sunny,Equipment_B,5,7.17,0,2023-01-01 14:43:00,4,HT1
C-208,2023-10-22,78.67,33.78,500.96,9.97,Windy,Equipment_B,5,6.98,0,2023-01-01 05:47:00,3,DT2
C-211,2023-10-18,116.64,27.23,497.62,3.81,Windy,Equipment_C,8,19.35,1,2023-01-01 17:56:00,3,MT1
C-046,2023-05-04,48.63,13.36,583.15,2.2,Rainy,Equipment_B,5,9.04,0,2023-01-01 22:31:00,1,HT1
C-211,2023-10-16,50.37,26.23,534.17,4.8,Windy,Equipment_B,3,15.83,0,2023-01-01 06:08:00,4,MT1
C-018,2023-04-10,71.27,5.56,544.66,1.87,Rainy,Equipment_C,4,2.72,0,2023-01-01 13:40:00,1,DT1
C-061,2023-10-10,101.06,17.22,499.01,8.32,Windy,Equipment_A,8,17.46,0,2023-01-01 03:06:00,1,BT2
C-019,2023-02-09,54.2,30.33,585.95,4.46,Windy,Equipment_D,2,8.51,0,2023-01-01 22:14:00,4,BT1
C-114,2023-08-15,76.0,13.65,480.54,5.45,Sunny,Equipment_A,7,10.88,0,2023-01-01 08:36:00,3,DT2
C-111,2023-10-19,76.59,8.29,491.3,1.19,Windy,Equipment_C,2,10.43,1,2023-01-01 17:24:00,1,BT1
C-053,2023-01-21,20.94,24.45,541.05,2.04,Windy,Equipment_D,5,10.93,1,2023-01-01 18:47:00,1,BT2
C-209,2023-08-19,13.3,8.65,559.27,2.57,Sunny,Equipment_A,6,17.16,1,2023-01-01 03:00:00,2,BT1
C-210,2023-10-08,45.9,19.43,582.0,4.66,Sunny,Equipment_C,5,9.86,0,2023-01-01 08:37:00,1,BT1
C-214,2023-08-08,80.19,19.38,526.32,1.73,Cloudy,Equipment_C,1,15.87,1,2023-01-01 11:39:00,3,BT2
C-180,2023-08-12,73.51,58.14,501.09,5.13,Cloudy,Equipment_C,1,14.57,0,2023-01-01 21:57:00,2,MT1
C-022,2023-11-02,77.76,39.78,504.78,7.69,Sunny,Equipment_D,1,13.49,1,2023-01-01 13:24:00,3,BT1
C-074,2023-06-09,86.27,35.18,517.01,5.97,Sunny,Equipment_B,2,11.64,1,2023-01-01 16:30:00,3,DT2
C-202,2023-05-28,102.64,8.3,537.82,6.28,Sunny,Equipment_C,8,5.38,1,2023-01-01 15:56:00,4,DT2
C-247,2023-04-13,115.7,32.4,593.03,1.66,Sunny,Equipment_C,9,15.83,0,2023-01-01 10:23:00,3,DT2
C-149,2023-10-26,26.92,50.05,583.9,7.88,Cloudy,Equipment_B,3,15.89,0,2023-01-01 23:10:00,1,BT1
C-004,2023-09-27,39.44,21.94,580.15,4.74,Sunny,Equipment_C,3,16.44,0,2023-01-01 05:47:00,4,HT1
C-039,2023-06-18,60.93,20.71,553.43,8.9,Cloudy,Equipment_C,6,3.14,1,2023-01-01 05:45:00,3,DT3
C-076,2023-05-12,75.51,39.01,490.21,6.2,Rainy,Equipment_C,1,10.57,0,2023-01-01 10:25:00,2,DT1
C-183,2023-02-17,72.54,53.26,498.0,9.36,Rainy,Equipment_B,9,19.87,1,2023-01-01 14:28:00,3,MT2
C-108,2023-06-21,69.7,17.44,540.46,3.34,Cloudy,Equipment_C,5,7.56,0,2023-01-01 14:55:00,3,MT2
C-248,2023-03-28,46.67,13.05,489.79,6.55,Rainy,Equipment_C,7,6.38,1,2023-01-01 14:15:00,1,DT2
C-079,2023-09-08,65.08,59.91,558.16,1.03,Sunny,Equipment_B,3,1.01,1,2023-01-01 04:00:00,4,MT1
C-161,2023-08-15,25.37,49.01,592.38,3.77,Windy,Equipment_A,5,5.81,0,2023-01-01 09:57:00,3,BT2
C-046,2023-07-30,39.68,52.49,576.27,4.62,Rainy,Equipment_D,2,18.91,0,2023-01-01 22:55:00,1,HT1
C-092,2023-02-24,12.39,49.94,589.29,6.07,Cloudy,Equipment_A,3,7.6,0,2023-01-01 09:31:00,3,DT3
C-096,2023-06-04,79.12,5.31,508.69,3.12,Windy,Equipment_D,2,1.26,0,2023-01-01 03:44:00,2,DT3
C-072,2023-07-26,18.47,11.77,504.25,5.94,Cloudy,Equipment_B,8,15.27,0,2023-01-01 04:21:00,1,DT1
C-079,2023-09-09,72.97,41.63,578.93,5.64,Rainy,Equipment_B,9,4.46,0,2023-01-01 15:07:00,2,MT1
C-092,2023-07-07,24.74,43.99,516.98,9.7,Cloudy,Equipment_C,8,17.15,1,2023-01-01 02:39:00,4,DT3
C-117,2023-07-04,103.97,46.81,540.28,7.19,Windy,Equipment_B,6,4.3,1,2023-01-01 07:35:00,3,MT2
C-222,2023-08-10,100.75,41.26,585.24,2.18,Rainy,Equipment_D,1,2.22,0,2023-01-01 03:25:00,2,DT3
C-196,2023-05-05,38.93,58.78,502.02,6.39,Windy,Equipment_B,6,18.53,0,2023-01-01 11:43:00,2,HT1
C-053,2023-11-02,117.23,32.19,559.64,5.29,Rainy,Equipment_B,9,17.21,0,2023-01-01 04:07:00,4,BT2
C-057,2023-12-18,30.24,11.33,511.66,5.15,Windy,Equipment_B,4,14.48,0,2023-01-01 21:01:00,2,DT1
C-065,2023-09-22,66.64,35.04,560.66,5.11,Cloudy,Equipment_D,7,10.86,1,2023-01-01 11:24:00,2,HT1
C-219,2023-11-08,52.19,10.65,590.11,3.49,Rainy,Equipment_D,4,19.82,0,2023-01-01 04:09:00,1,HT1
C-064,2023-03-28,22.28,13.03,593.13,5.01,Sunny,Equipment_D,5,9.25,0,2023-01-01 21:47:00,3,HT1
C-025,2023-12-19,70.81,27.54,502.65,5.12,Cloudy,Equipment_D,7,17.72,1,2023-01-01 14:32:00,4,HT1
C-004,2023-09-22,21.01,19.21,582.52,4.18,Sunny,Equipment_A,9,2.39,1,2023-01-01 17:14:00,2,HT1
C-154,2023-10-29,58.61,27.54,500.79,1.85,Sunny,Equipment_D,9,13.96,0,2023-01-01 11:27:00,2,MT1
C-172,2023-12-27,75.81,49.28,571.08,7.17,Cloudy,Equipment_A,8,16.19,1,2023-01-01 08:28:00,2,DT1
C-177,2023-12-08,108.65,31.56,550.14,4.9,Cloudy,Equipment_B,5,6.41,0,2023-01-01 07:15:00,1,MT1
C-115,2023-12-31,69.71,24.02,492.74,8.23,Windy,Equipment_C,3,5.65,0,2023-01-01 09:44:00,4,DT3
C-112,2023-06-05,61.15,26.51,506.58,2.24,Windy,Equipment_D,4,17.87,0,2023-01-01 16:12:00,2,DT3
C-072,2023-12-31,79.06,40.85,568.01,2.04,Windy,Equipment_B,7,7.54,1,2023-01-01 02:23:00,2,DT1
C-073,2023-04-21,34.3,11.5,540.7,2.91,Windy,Equipment_C,5,7.17,1,2023-01-01 19:06:00,2,BT1
C-009,2023-03-10,51.35,58.07,535.39,9.84,Cloudy,Equipment_B,1,2.76,0,2023-01-01 21:40:00,4,DT1
C-034,2023-08-28,49.87,21.01,575.35,6.66,Windy,Equipment_C,4,11.55,0,2023-01-01 23:48:00,3,HT1
C-226,2023-02-15,93.06,45.16,578.72,3.42,Rainy,Equipment_A,7,6.32,1,2023-01-01 05:54:00,3,HT1
C-216,2023-11-29,33.09,56.54,530.62,7.8,Windy,Equipment_C,6,5.8,0,2023-01-01 01:13:00,3,HT1
C-103,2023-05-16,61.1,25.47,552.17,8.38,Sunny,Equipment_D,7,6.51,0,2023-01-01 18:58:00,2,BT2
C-203,2023-01-15,118.18,40.53,586.17,9.81,Cloudy,Equipment_B,5,17.25,0,2023-01-01 16:29:00,1,HT1
C-174,2023-07-19,88.25,50.01,561.34,2.36,Windy,Equipment_D,3,4.31,1,2023-01-01 10:04:00,1,BT1
C-029,2023-09-02,42.85,25.59,495.48,9.96,Windy,Equipment_A,4,15.79,1,2023-01-01 19:35:00,4,DT1
C-033,2023-01-18,50.62,20.65,491.56,8.28,Windy,Equipment_B,2,14.82,0,2023-01-01 15:15:00,3,DT1
C-156,2023-05-09,33.12,17.9,596.9,8.16,Cloudy,Equipment_A,6,9.65,1,2023-01-01 01:05:00,4,BT1
C-249,2023-12-17,55.31,26.19,545.9,7.05,Windy,Equipment_B,1,15.02,1,2023-01-01 10:39:00,3,BT2
C-244,2023-11-01,113.64,55.47,529.91,8.52,Rainy,Equipment_A,9,17.61,0,2023-01-01 10:15:00,4,DT1
C-127,2023-04-14,35.17,20.27,513.6,8.65,Windy,Equipment_A,4,6.33,0,2023-01-01 03:31:00,2,HT1
C-140,2023-08-27,112.94,7.98,559.18,3.27,Sunny,Equipment_D,3,8.74,1,2023-01-01 13:44:00,4,MT1
C-153,2023-05-21,78.62,14.66,577.84,2.81,Windy,Equipment_C,2,15.3,1,2023-01-01 10:46:00,4,BT2
C-004,2023-05-19,77.82,36.58,526.12,2.68,Windy,Equipment_C,1,4.77,0,2023-01-01 00:40:00,1,HT1
C-040,2023-08-24,23.78,25.64,594.51,7.37,Windy,Equipment_C,9,8.32,1,2023-01-01 15:29:00,2,HT1
C-045,2023-10-20,73.45,14.3,514.43,2.83,Rainy,Equipment_D,7,11.19,0,2023-01-01 08:25:00,4,DT2
C-044,2023-11-29,52.78,8.25,489.92,3.06,Sunny,Equipment_C,3,14.81,0,2023-01-01 22:23:00,2,HT1
C-103,2023-07-26,91.29,16.67,579.68,7.96,Rainy,Equipment_A,1,14.96,0,2023-01-01 13:52:00,1,BT2
C-046,2023-08-08,69.68,29.88,562.63,2.54,Windy,Equipment_A,6,13.12,1,2023-01-01 23:54:00,2,HT1
C-122,2023-02-19,108.58,25.24,588.06,7.5,Sunny,Equipment_D,4,18.27,1,2023-01-01 12:47:00,4,MT2
C-017,2023-11-06,26.19,9.01,549.58,4.07,Windy,Equipment_B,6,4.93,0,2023-01-01 15:15:00,3,MT1
C-193,2023-05-29,113.88,27.98,503.82,3.06,Cloudy,Equipment_D,7,4.49,0,2023-01-01 11:26:00,3,DT1
C-070,2023-11-15,10.63,52.37,488.98,9.78,Windy,Equipment_A,6,1.45,0,2023-01-01 08:05:00,4,HT1
C-010,2023-11-20,114.17,16.18,556.37,7.77,Windy,Equipment_A,8,16.14,0,2023-01-01 13:45:00,2,BT2
C-215,2023-04-07,55.54,19.32,594.59,1.64,Windy,Equipment_D,8,11.05,0,2023-01-01 22:06:00,1,HT1
C-190,2023-08-06,70.21,9.18,523.19,2.9,Rainy,Equipment_B,9,4.62,0,2023-01-01 19:28:00,2,MT1
C-047,2023-07-21,46.82,52.54,523.6,4.11,Sunny,Equipment_A,9,14.54,0,2023-01-01 16:58:00,1,DT2
C-237,2023-05-01,87.47,44.5,529.31,2.64,Sunny,Equipment_D,9,18.66,0,2023-01-01 22:17:00,3,DT3
C-158,2023-07-24,111.71,26.62,507.4,3.18,Sunny,Equipment_C,6,10.26,0,2023-01-01 00:29:00,2,DT1
C-181,2023-06-25,83.89,24.26,537.1,4.65,Windy,Equipment_A,6,2.77,1,2023-01-01 15:13:00,1,DT1
C-165,2023-04-29,77.19,29.36,546.39,1.46,Cloudy,Equipment_B,6,16.11,0,2023-01-01 15:45:00,3,HT1
C-074,2023-07-16,83.09,55.62,495.98,2.42,Rainy,Equipment_D,7,9.54,1,2023-01-01 07:53:00,4,DT2
