Task_ID,Gate_number,Floor_No,Shift_no,Actual,Predicted
T-008,18,3,4,-2.0,-0.0
T-008,39,2,2,4.0,3.0
T-002,12,3,4,0.0,-0.0
T-010,29,2,4,-2.0,-1.0
T-007,16,3,4,1.0,1.0
T-011,37,2,3,1.0,2.0
T-009,36,2,1,-1.0000000000000002,-0.0
T-016,19,3,4,3.0,1.0
T-013,32,2,3,0.0,-1.0
T-014,32,2,2,-1.0,-0.0
T-017,3,3,2,0.0,1.0
T-017,36,2,1,5.0,4.0
T-007,30,2,4,-2.0,-1.0
T-016,39,2,3,-2.0,-1.0
T-003,16,3,3,4.0,3.0
T-011,25,2,2,4.0,4.0
T-002,18,3,4,2.0,1.0
T-015,11,3,1,-2.0,-1.0
T-017,2,3,4,-2.0,-1.0
T-004,15,3,4,-1.0000000000000002,-0.0
T-016,10,3,2,-2.0,-0.0
T-008,46,1,2,-2.0,-1.0
T-016,15,3,4,-2.0,-1.0
T-010,2,3,2,-1.0000000000000002,-0.0
T-004,47,1,4,-1.0,-0.0
T-008,25,2,1,-1.0,-1.0
T-001,45,1,1,1.0,-0.0
T-015,28,2,1,1.0,0.0
T-014,34,2,1,1.0,0.0
T-001,5,3,1,-2.0,-1.0
T-012,10,3,3,-2.0,-1.0
T-011,29,2,2,-1.0000000000000002,0.0
T-015,22,2,3,2.0,0.0
T-007,12,3,1,2.0,1.0
T-016,34,2,1,3.0,3.0
T-010,16,3,1,-2.0,-2.0
T-011,23,2,4,-1.0,-1.0
T-005,35,2,3,-2.0,-0.0
T-009,11,3,3,0.0,-1.0
T-015,16,3,1,-1.0,-1.0
T-007,34,2,1,0.0,0.0
T-011,28,2,2,1.0,1.0
T-013,35,2,2,3.0,1.0
T-010,3,3,1,0.0,1.0
T-017,25,2,4,1.0,0.0
T-005,16,3,2,2.0,1.0
T-003,32,2,1,0.0,0.0
T-002,41,1,1,0.0,0.0
T-016,9,3,2,3.0,1.0
T-002,5,3,1,1.0,1.0
T-007,20,2,4,1.0,1.0
T-015,5,3,1,0.0,0.0
T-004,38,2,4,-2.0,-1.0
T-001,22,2,4,0.0,0.0
T-007,4,3,1,3.0,3.0
T-006,29,2,4,1.0,2.0
T-013,20,2,1,0.0,0.0
T-006,44,1,2,1.0,1.0
T-002,0,1,1,0.0,0.0
T-007,30,2,1,-2.0,-1.0
T-005,19,3,3,2.0,1.0
T-012,48,1,1,-1.0000000000000002,-0.0
T-012,24,2,3,1.0,-0.0
T-017,28,2,3,0.0,-0.0
T-010,31,2,4,-2.0,-1.0
T-002,11,3,4,2.0,0.0
T-004,26,2,1,1.0,1.0
T-001,22,2,3,2.0,-0.0
T-008,4,3,3,-2.0,-2.0
T-006,39,2,3,1.0,-0.0
T-017,16,3,3,2.0,2.0
T-014,24,2,3,-1.0000000000000002,0.0
T-009,10,3,3,0.0,1.0
T-014,48,1,1,1.0,1.0
T-004,6,3,3,-2.0,-1.0
T-007,10,3,4,2.0,2.0
T-016,14,3,1,-2.0,-2.0
T-017,30,2,4,0.0,0.0
T-012,37,2,3,3.0,2.0
T-002,19,3,2,3.0,2.0
T-008,47,1,1,-2.0,-1.0
T-007,6,3,3,-2.0,-1.0
T-004,26,2,2,-1.0000000000000002,0.0
T-006,38,2,3,-2.0,-1.0
T-003,2,3,4,2.0,1.0
T-009,2,3,3,3.0,2.0
T-007,35,2,2,1.0,0.0
T-014,11,3,2,-1.0,0.0
T-015,46,1,1,2.0,2.0
T-011,41,1,1,2.0,0.0
T-006,12,3,4,-1.0,-1.0
T-015,38,2,3,1.0,1.0
T-011,20,2,2,0.0,-0.0
T-011,37,2,1,-2.0,-2.0
T-017,15,3,3,-2.0,-1.0
T-015,27,2,2,-2.0,-0.0
T-001,41,1,2,-1.0000000000000002,-1.0
T-017,30,2,2,0.0,0.0
T-012,32,2,3,-2.0,-1.0
T-006,24,2,2,-2.0,-1.0
T-006,48,1,4,1.0,2.0
T-015,10,3,4,-1.0,-0.0
T-006,15,3,3,3.0,2.0
T-007,23,2,2,1.0,1.0
T-011,31,2,3,-2.0,-1.0
T-015,24,2,4,-1.0000000000000002,-1.0
T-010,6,3,4,-1.0000000000000002,-1.0
T-011,41,1,3,2.0,1.0
T-012,5,3,3,3.0,3.0
T-013,41,1,4,3.0,1.0
T-009,46,1,2,-1.0000000000000002,-1.0
T-012,41,1,4,-1.0000000000000002,-0.0
T-010,13,3,2,2.0,0.0
T-014,45,1,4,2.0,0.0
T-008,7,3,4,-2.0,-1.0
T-011,16,3,1,0.0,0.0
T-009,8,3,2,1.0,0.0
T-005,38,2,1,3.0,2.0
T-013,44,1,1,0.0,0.0
T-015,19,3,4,0.0,-0.0
T-009,1,3,1,0.0,-0.0
T-015,33,2,4,-1.0,0.0
T-002,2,3,2,3.0,2.0
T-003,6,3,2,0.0,0.0
T-003,41,1,3,-2.0,-0.0
T-009,6,3,1,-1.0000000000000002,0.0
T-016,18,3,2,0.0,-0.0
T-014,30,2,1,0.0,1.0
T-017,29,2,2,1.0,1.0
T-012,19,3,2,-2.0,-2.0
T-002,19,3,1,2.0,1.0
T-016,14,3,3,0.0,0.0
T-008,27,2,2,-2.0,-0.0
T-011,17,3,3,0.0,0.0
T-006,22,2,3,-1.0000000000000002,-1.0
T-007,2,3,2,0.0,-1.0
T-005,3,3,1,2.0,2.0
T-016,29,2,2,2.0,2.0
T-004,17,3,2,-2.0,-1.0
T-002,10,3,2,1.0,0.0
T-011,12,3,3,-2.0,-1.0
T-010,24,2,4,-2.0,-1.0
T-017,22,2,3,2.0,3.0
T-008,11,3,4,-2.0,-1.0
T-008,14,3,4,-2.0,-2.0
T-015,13,3,4,1.0,0.0
T-009,43,1,2,-2.0,-1.0
T-003,24,2,3,-1.0,-1.0
T-011,31,2,4,1.0,2.0
T-007,21,2,4,1.0,1.0
T-013,43,1,2,2.0,2.0
T-002,32,2,2,-2.0,-1.0
T-006,43,1,4,-1.0,-0.0
T-007,29,2,2,-1.0000000000000002,-0.0
T-011,12,3,3,0.0,-1.0
T-015,24,2,4,-1.0000000000000002,-0.0
T-006,33,2,1,-2.0,-1.0
T-012,36,2,4,-2.0,-1.0
T-013,4,3,4,1.0,2.0
T-014,28,2,3,0.0,-0.0
T-004,42,1,1,-2.0,-1.0
T-005,46,1,3,-2.0,-1.0
T-009,21,2,3,2.0,1.0
T-014,31,2,4,1.0,0.0
T-011,35,2,4,0.0,-0.0
T-011,28,2,2,2.0,3.0
T-013,17,3,1,-1.0,-0.0
T-010,18,3,4,2.0,1.0
T-004,40,1,2,-2.0,-2.0
T-010,26,2,2,-2.0,-1.0
T-003,20,2,4,-1.0,-1.0
T-003,43,1,1,2.0,1.0
T-008,45,1,3,2.0,0.0
T-013,16,3,4,-1.0000000000000002,-1.0
T-006,23,2,2,-2.0,-0.0
T-011,14,3,1,-1.0,-1.0
T-016,39,2,2,-2.0,-2.0
T-006,26,2,2,-2.0,-1.0
T-008,1,3,2,0.0,1.0
T-010,13,3,3,-2.0,-2.0
T-004,41,1,4,-2.0,-1.0
T-007,9,3,3,3.0,3.0
T-012,34,2,2,0.0,-0.0
T-001,2,3,4,1.0,0.0
T-015,8,3,4,0.0,-0.0
T-010,0,1,2,-1.0000000000000002,-0.0
T-006,7,3,1,3.0,2.0
T-004,48,1,3,5.0,4.0
T-017,21,2,1,0.0,-0.0
T-012,28,2,2,-1.0000000000000002,-1.0
T-011,14,3,3,2.0,1.0
T-009,33,2,4,0.0,-0.0
T-004,1,3,4,1.0,0.0
T-002,24,2,1,-2.0,-1.0
T-017,27,2,1,-1.0000000000000002,-0.0
T-013,20,2,3,-1.0,-0.0
T-001,45,1,1,-2.0,-1.0
T-012,38,2,3,-2.0,-2.0
T-010,45,1,1,1.0,0.0
T-009,33,2,1,2.0,0.0
T-011,38,2,3,2.0,0.0
T-004,43,1,2,2.0,2.0
T-013,41,1,2,-2.0,-1.0
T-007,49,1,1,1.0,1.0
T-011,47,1,4,-2.0,-1.0
T-015,28,2,1,3.0,1.0
T-009,20,2,4,3.0,3.0
T-015,27,2,2,-2.0,-2.0
T-003,39,2,1,-1.0,0.0
T-016,2,3,1,-1.0,-1.0
T-005,48,1,1,-2.0,-2.0
T-011,27,2,2,3.0,3.0
T-015,2,3,4,3.0,2.0
T-013,49,1,3,4.0,2.0
T-014,49,1,1,-1.0000000000000002,-1.0
T-016,19,3,1,-2.0,-0.0
T-010,26,2,4,-2.0,-2.0
T-015,1,3,4,1.0,1.0
T-011,7,3,1,-2.0,-0.0
T-017,27,2,2,-2.0,-2.0
T-003,30,2,4,-2.0,-0.0
T-001,3,3,2,0.0,-0.0
T-016,18,3,1,-1.0000000000000002,-0.0
T-006,2,3,2,-2.0,-1.0
T-002,48,1,3,1.0,0.0
T-005,39,2,1,0.0,-1.0
T-002,13,3,3,2.0,1.0
T-017,3,3,2,-1.0,-0.0
T-007,41,1,1,-2.0,-2.0
T-004,13,3,3,-1.0,0.0
T-007,45,1,3,4.0,3.0
T-005,4,3,4,-1.0,-0.0
T-011,15,3,4,-1.0,-0.0
T-009,7,3,4,3.0,1.0
T-010,34,2,2,1.0,0.0
T-011,46,1,3,3.0,1.0
T-001,48,1,1,-2.0,-2.0
T-011,46,1,2,1.0,-0.0
T-001,14,3,4,0.0,0.0
T-006,12,3,2,-2.0,-2.0
T-004,27,2,2,0.0,-0.0
T-003,25,2,4,3.0,1.0
T-005,1,3,4,2.0,1.0
T-010,19,3,3,1.0,2.0
T-017,4,3,2,-2.0,-1.0
T-008,8,3,3,-2.0,-1.0
T-008,41,1,4,1.0,1.0
T-003,37,2,2,0.0,-1.0
T-001,28,2,3,0.0,-0.0
T-001,21,2,2,-2.0,-1.0
T-013,9,3,4,-2.0,-0.0
T-002,0,1,2,-2.0,-1.0
T-009,24,2,1,2.0,2.0
T-004,37,2,1,-2.0,-1.0
T-010,7,3,3,1.0,0.0
T-005,7,3,1,1.0,0.0
T-001,29,2,3,1.0,2.0
T-002,18,3,3,-1.0,-1.0
T-011,38,2,1,1.0,2.0
T-009,44,1,4,0.0,-0.0
T-014,22,2,2,-1.0000000000000002,-1.0
T-005,19,3,1,0.0,0.0
T-002,17,3,3,-2.0,-1.0
T-005,44,1,3,-2.0,-1.0
T-013,39,2,4,-2.0,-1.0
T-007,25,2,1,-2.0,-1.0
T-008,6,3,2,3.0000000000000004,2.0
T-002,34,2,4,1.0,0.0
T-006,23,2,4,0.0,1.0
T-004,11,3,2,1.0,-0.0
T-013,22,2,1,2.0,1.0
T-015,12,3,1,-2.0,-1.0
T-006,6,3,4,-2.0,-1.0
T-003,30,2,2,1.0,0.0
T-008,6,3,1,2.0,0.0
T-011,48,1,2,-2.0,-2.0
T-015,31,2,4,-1.0000000000000002,-1.0
T-013,21,2,3,0.0,1.0
T-017,46,1,3,-2.0,-1.0
T-004,2,3,4,3.0,3.0
T-017,15,3,3,-2.0,-1.0
T-004,10,3,1,0.0,1.0
T-011,11,3,3,3.0,2.0
T-006,30,2,3,3.0,2.0
T-009,29,2,3,0.0,-0.0
T-007,49,1,1,-1.0,-0.0
T-011,31,2,2,-2.0,-1.0
T-010,3,3,2,1.0,0.0
T-013,13,3,3,3.0,2.0
T-004,15,3,2,-2.0,-1.0
T-014,36,2,1,3.0,3.0
T-011,38,2,1,0.0,-1.0
T-015,7,3,3,-2.0,-1.0
T-012,40,1,3,-2.0,-1.0
T-011,44,1,4,0.0,1.0
T-008,14,3,3,-2.0,-2.0
T-009,15,3,1,0.0,1.0
T-011,41,1,4,1.0,1.0
T-007,45,1,4,1.0,-0.0
T-006,40,1,3,3.0,1.0
T-010,19,3,2,-1.0,0.0
T-007,37,2,2,4.0,2.0
T-007,2,3,4,-2.0,-1.0
T-007,16,3,3,-2.0,-1.0
T-011,49,1,1,0.0,0.0
T-013,18,3,3,0.0,-0.0
T-004,16,3,4,0.0,0.0
T-015,29,2,3,3.0000000000000004,2.0
T-017,37,2,3,1.0,0.0
T-003,35,2,3,3.0,2.0
T-005,14,3,2,-2.0,-1.0
T-004,8,3,1,-1.0000000000000002,-1.0
T-017,5,3,4,1.0,-0.0
T-006,33,2,3,3.0,1.0
T-014,34,2,3,-2.0,-1.0
T-008,28,2,2,2.0,2.0
T-008,25,2,4,2.0,1.0
T-016,34,2,4,-1.0,1.0
T-005,41,1,2,1.0,0.0
T-009,0,1,3,-2.0,-2.0
T-015,49,1,2,2.0,2.0
T-014,10,3,3,1.0,0.0
T-013,40,1,3,0.0,-0.0
T-003,3,3,3,0.0,-0.0
T-007,25,2,2,2.0,1.0
T-009,8,3,3,-2.0,-0.0
T-011,36,2,1,-2.0,-0.0
T-007,6,3,4,-2.0,-0.0
T-017,11,3,3,1.0,2.0
T-005,18,3,1,-2.0,-1.0
T-001,35,2,2,1.0,-0.0
T-008,16,3,4,1.0,0.0
T-010,34,2,1,3.0,2.0
T-010,49,1,3,2.0,0.0
T-014,1,3,3,-1.0000000000000002,-1.0
T-017,34,2,4,5.0,5.0
T-017,20,2,2,-1.0,-0.0
T-008,42,1,2,4.0,3.0
T-014,29,2,1,0.0,-1.0
T-008,19,3,4,0.0,0.0
T-004,8,3,1,-2.0,-1.0
T-011,32,2,1,-1.0000000000000002,-0.0
T-009,24,2,1,0.0,-1.0
T-008,43,1,2,0.0,0.0
T-002,42,1,3,-1.0000000000000002,-0.0
T-001,46,1,1,2.0,1.0
T-006,47,1,3,0.0,-1.0
T-007,44,1,3,1.0,0.0
T-004,21,2,4,-1.0000000000000002,-0.0
T-014,25,2,3,-2.0,-1.0
T-002,25,2,4,0.0,0.0
T-011,49,1,4,-2.0,-2.0
T-007,44,1,1,3.0,0.0
T-016,46,1,1,1.0,0.0
T-002,11,3,3,1.0,-0.0
T-010,7,3,2,1.0,1.0
T-010,23,2,2,1.0,-0.0
T-001,29,2,3,1.0,1.0
T-013,24,2,4,-2.0,-1.0
T-008,47,1,2,0.0,0.0
T-016,20,2,2,-2.0,-1.0
T-007,48,1,1,4.0,3.0
T-011,15,3,1,0.0,0.0
T-011,47,1,1,-1.0000000000000002,-0.0
T-008,18,3,1,3.0,2.0
T-002,21,2,3,1.0,2.0
T-015,40,1,4,1.0,2.0
T-017,36,2,3,-2.0,-1.0
T-004,14,3,4,2.0,1.0
T-016,7,3,1,-2.0,-2.0
T-012,24,2,2,0.0,-0.0
T-011,14,3,2,-2.0,-1.0
T-017,36,2,4,1.0,-0.0
T-002,4,3,2,1.0,1.0
T-002,32,2,4,-1.0000000000000002,-1.0
T-009,31,2,3,1.0,-0.0
T-007,31,2,3,-2.0,-1.0
T-005,8,3,4,-1.0000000000000002,-1.0
T-009,13,3,3,0.0,0.0
T-014,39,2,4,2.0,3.0
T-003,39,2,3,-1.0000000000000002,-1.0
T-015,12,3,4,1.0,0.0
T-008,6,3,1,3.0,2.0
T-008,47,1,3,3.0000000000000004,1.0
T-010,47,1,2,2.0,1.0
T-017,16,3,3,2.0,0.0
T-003,27,2,2,4.0,2.0
T-007,46,1,2,-1.0,-1.0
T-008,25,2,2,-2.0,-1.0
T-005,23,2,1,-1.0000000000000002,-0.0
T-017,45,1,3,-1.0,0.0
T-008,48,1,2,1.0,0.0
T-005,25,2,2,1.0,0.0
T-006,27,2,3,-2.0,-2.0
T-001,28,2,2,-1.0,-1.0
T-014,7,3,1,2.0,0.0
T-015,24,2,2,-1.0,-0.0
T-015,43,1,4,-1.0000000000000002,-0.0
T-004,13,3,1,2.0,1.0
T-001,2,3,1,0.0,0.0
T-013,16,3,3,4.0,3.0
T-002,7,3,4,-2.0,-1.0
T-014,20,2,4,-1.0000000000000002,0.0
T-010,33,2,4,2.0,1.0
T-017,41,1,4,2.0,1.0
T-001,17,3,1,0.0,-0.0
T-007,38,2,3,3.0,2.0
T-001,22,2,3,-2.0,-1.0
T-016,2,3,1,-2.0,-0.0
T-005,10,3,3,3.0,2.0
T-005,34,2,3,0.0,0.0
T-001,36,2,1,1.0,1.0
T-009,14,3,4,-2.0,-1.0
T-005,18,3,2,1.0,1.0
T-013,22,2,3,3.0,2.0
T-015,16,3,3,0.0,1.0
T-007,17,3,3,-2.0,-1.0
T-008,34,2,1,2.0,0.0
T-001,2,3,4,-2.0,-1.0
T-015,15,3,2,-2.0,-0.0
T-010,29,2,3,3.0,2.0
T-013,46,1,1,1.0,2.0
T-005,1,3,1,-2.0,-1.0
T-017,5,3,2,-1.0,0.0
T-001,43,1,4,1.0,-0.0
T-001,24,2,4,0.0,1.0
T-016,19,3,4,1.0,1.0
T-010,9,3,2,-1.0000000000000002,0.0
T-010,7,3,2,0.0,1.0
T-005,28,2,3,-2.0,-1.0
T-009,49,1,2,2.0,0.0
T-004,31,2,2,0.0,-1.0
T-007,40,1,3,2.0,3.0
T-016,3,3,3,-1.0,0.0
T-002,42,1,2,0.0,-0.0
T-006,16,3,4,-1.0,-0.0
T-008,20,2,3,2.0,2.0
T-009,0,1,2,1.0,1.0
T-006,15,3,3,3.0,2.0
T-009,14,3,4,1.0,0.0
T-011,28,2,2,-2.0,-1.0
T-013,45,1,4,-2.0,-1.0
T-005,32,2,3,0.0,0.0
T-001,9,3,4,2.0,3.0
T-004,29,2,1,2.0,0.0
T-013,42,1,3,1.0,0.0
T-016,45,1,1,-2.0,-1.0
T-013,10,3,3,3.0,1.0
T-011,42,1,3,0.0,-0.0
T-004,10,3,3,-2.0,-1.0
T-007,34,2,3,-1.0,-1.0
T-017,8,3,2,-2.0,-1.0
T-016,16,3,4,-2.0,-1.0
T-013,24,2,1,0.0,1.0
T-013,7,3,2,1.0,-0.0
T-003,38,2,4,-2.0,-1.0
T-007,19,3,2,-2.0,-2.0
T-012,45,1,2,0.0,-0.0
T-005,17,3,3,-2.0,-2.0
T-011,1,3,1,4.0,3.0
T-014,37,2,1,4.0,3.0
T-005,20,2,2,-1.0000000000000002,-0.0
T-009,12,3,2,0.0,-0.0
T-011,39,2,3,-2.0,-1.0
T-009,1,3,1,3.0,3.0
T-015,33,2,4,1.0,2.0
T-017,43,1,3,1.0,-0.0
T-012,20,2,3,0.0,0.0
T-013,6,3,2,-2.0,-2.0
T-005,24,2,1,-2.0,-1.0
T-003,5,3,2,2.0,1.0
T-001,18,3,3,0.0,0.0
T-010,22,2,2,-1.0000000000000002,-1.0
T-008,44,1,1,2.0,2.0
T-017,44,1,4,2.0,1.0
T-006,29,2,1,2.0,2.0
T-016,3,3,2,-2.0,-0.0
T-011,47,1,4,4.0,3.0
T-011,28,2,4,-1.0000000000000002,-1.0
T-014,32,2,4,0.0,0.0
T-004,38,2,2,2.0,2.0
T-002,38,2,1,-2.0,-1.0
T-015,20,2,4,1.0,0.0
T-015,4,3,4,0.0,-0.0
T-008,22,2,3,2.0,1.0
T-006,13,3,4,-2.0,-1.0
T-006,41,1,3,1.0,-0.0
T-008,7,3,2,1.0,0.0
T-006,7,3,2,-2.0,-1.0
T-004,28,2,4,-2.0,-0.0
T-013,23,2,1,2.0,1.0
T-009,17,3,1,1.0,-0.0
T-005,6,3,3,1.0,1.0
T-015,1,3,4,-2.0,-1.0
T-010,46,1,2,3.0,2.0
T-012,10,3,3,1.0,1.0
T-010,43,1,3,3.0,2.0
T-003,21,2,2,2.0,0.0
T-009,10,3,1,2.0,2.0
T-009,20,2,2,2.0,1.0
T-013,13,3,2,1.0,1.0
T-014,6,3,3,-1.0,0.0
T-003,8,3,1,2.0,0.0
T-002,18,3,3,0.0,0.0
T-015,0,1,3,0.0,0.0
T-007,0,1,4,2.0,0.0
T-009,25,2,4,3.0,2.0
T-005,17,3,2,-2.0,-1.0
T-009,47,1,4,-2.0,-1.0
T-006,3,3,1,2.0,2.0
T-012,40,1,1,-2.0,-1.0
T-002,7,3,2,0.0,0.0
T-007,38,2,2,0.0,-0.0
T-011,16,3,2,5.0,4.0
T-007,4,3,1,0.0,0.0
T-004,42,1,2,-2.0,-1.0
T-005,45,1,1,-2.0,-0.0
T-004,29,2,1,1.0,0.0
T-001,45,1,1,2.0,1.0
T-001,35,2,4,1.0,0.0
T-005,0,1,3,-1.0,-1.0
T-001,9,3,4,4.0,3.0
T-017,32,2,1,-2.0,-1.0
T-003,47,1,1,-2.0,-2.0
T-003,25,2,2,1.0,0.0
T-002,33,2,3,-2.0,-2.0
T-005,31,2,3,-1.0,-1.0
T-005,7,3,3,-2.0,-1.0
T-008,36,2,1,0.0,0.0
T-014,20,2,2,-2.0,-2.0
T-015,33,2,2,-1.0000000000000002,-1.0
T-005,29,2,2,-1.0,-0.0
T-005,2,3,3,0.0,0.0
T-013,40,1,3,0.0,-0.0
T-013,37,2,3,4.0,3.0
T-016,2,3,3,-2.0,-1.0
T-013,15,3,4,-2.0,-0.0
T-012,30,2,4,2.0,1.0
T-003,47,1,3,1.0,1.0
T-016,15,3,3,3.0,2.0
T-011,45,1,3,3.0,2.0
T-010,26,2,2,3.0,1.0
T-008,9,3,3,3.0,2.0
T-005,17,3,4,2.0,0.0
T-017,36,2,3,1.0,1.0
T-015,16,3,1,1.0,2.0
T-017,42,1,2,1.0,-0.0
T-001,34,2,4,1.0,1.0
T-016,6,3,1,-1.0000000000000002,-1.0
T-007,31,2,3,2.0,3.0
T-006,14,3,1,3.0,2.0
T-012,21,2,1,-2.0,-1.0
T-011,20,2,3,2.0,1.0
T-012,42,1,4,2.0,1.0
T-011,19,3,4,-2.0,-1.0
T-003,26,2,1,2.0,1.0
T-015,47,1,1,2.0,2.0
T-010,15,3,1,-2.0,-1.0
T-015,2,3,4,0.0,1.0
T-012,5,3,3,0.0,0.0
T-011,13,3,4,-1.0,-1.0
T-010,18,3,3,3.0,1.0
T-004,31,2,2,-2.0,-1.0
T-002,0,1,2,3.0,1.0
T-013,19,3,3,-2.0,-2.0
T-010,48,1,2,3.0000000000000004,2.0
T-001,41,1,3,2.0,1.0
T-012,6,3,1,0.0,-1.0
T-017,31,2,3,-2.0,-1.0
T-012,38,2,4,-1.0000000000000002,-0.0
T-005,26,2,2,-2.0,-0.0
T-003,30,2,4,2.0,1.0
T-011,49,1,1,-1.0,-1.0
T-009,16,3,3,-1.0000000000000002,-1.0
T-016,45,1,4,3.0,2.0
T-006,0,1,4,0.0,1.0
T-003,47,1,1,-2.0,-1.0
T-008,22,2,3,-2.0,-1.0
T-010,34,2,4,3.0,1.0
T-008,42,1,3,2.0,0.0
T-010,37,2,4,4.0,3.0
T-007,18,3,2,1.0,1.0
T-013,1,3,1,1.0,2.0
T-015,48,1,4,-2.0,-0.0
T-013,22,2,1,-2.0,-2.0
T-005,48,1,4,1.0,1.0
T-008,34,2,2,-2.0,-0.0
T-005,3,3,2,1.0,-0.0
T-009,34,2,4,0.0,-0.0
T-003,36,2,3,0.0,0.0
T-011,27,2,1,5.0,4.0
T-013,34,2,1,-2.0,-0.0
T-010,47,1,1,-1.0000000000000002,-1.0
T-010,4,3,2,0.0,0.0
T-004,48,1,1,0.0,-0.0
T-015,19,3,1,2.0,1.0
T-004,21,2,1,-2.0,-1.0
T-012,26,2,2,-2.0,-1.0
T-004,10,3,1,0.0,-0.0
T-016,42,1,2,1.0,1.0
T-001,18,3,1,-1.0000000000000002,-0.0
T-007,8,3,2,-1.0000000000000002,-1.0
T-005,16,3,1,-2.0,-1.0
T-002,22,2,2,0.0,-1.0
T-007,23,2,2,4.0,3.0
T-011,45,1,4,0.0,-0.0
T-011,10,3,2,0.0,-0.0
T-004,31,2,4,1.0,1.0
T-014,19,3,1,-1.0000000000000002,-0.0
T-009,31,2,1,3.0,2.0
T-011,14,3,2,2.0,3.0
T-009,34,2,3,2.0,2.0
T-015,25,2,4,0.0,1.0
T-011,42,1,1,-1.0000000000000002,-0.0
T-008,36,2,3,-2.0,-2.0
T-017,15,3,4,0.0,-1.0
T-017,6,3,4,2.0,1.0
T-002,20,2,4,-2.0,-1.0
T-002,4,3,4,3.0,2.0
T-010,6,3,3,2.0,0.0
T-005,28,2,1,1.0,2.0
T-013,26,2,1,-2.0,-2.0
T-015,31,2,3,2.0,2.0
T-011,2,3,3,-1.0000000000000002,-1.0
T-015,24,2,4,-2.0,-2.0
T-007,2,3,3,-2.0,-1.0
T-015,30,2,3,2.0,1.0
T-007,0,1,1,-2.0,-1.0
T-014,27,2,2,0.0,-0.0
T-006,29,2,1,-2.0,-2.0
T-009,5,3,2,-2.0,-1.0
T-007,6,3,3,-2.0,-1.0
T-011,28,2,3,-1.0000000000000002,-0.0
T-002,16,3,4,-2.0,-1.0
T-003,19,3,4,-1.0000000000000002,-1.0
T-001,31,2,1,-2.0,-1.0
T-005,0,1,2,0.0,-0.0
T-010,11,3,3,2.0,1.0
T-017,34,2,2,0.0,-0.0
T-004,15,3,4,0.0,-0.0
T-016,32,2,3,1.0,1.0
T-012,13,3,4,-1.0000000000000002,-1.0
T-013,23,2,4,2.0,0.0
T-017,20,2,2,-2.0,-1.0
T-012,30,2,2,2.0,1.0
T-001,37,2,1,-2.0,-2.0
T-001,9,3,3,-2.0,-2.0
T-007,18,3,1,3.0000000000000004,2.0
T-005,49,1,4,-1.0,-1.0
T-010,16,3,4,-2.0,-1.0
T-013,9,3,4,1.0,-0.0
T-013,11,3,1,-1.0,-1.0
T-010,42,1,2,-1.0,-0.0
T-010,38,2,3,3.0,1.0
T-016,17,3,3,1.0,0.0
T-013,42,1,4,4.0,3.0
T-017,2,3,2,1.0,0.0
T-015,48,1,4,-2.0,-1.0
T-002,27,2,1,-1.0,0.0
T-008,21,2,3,0.0,-1.0
T-011,1,3,3,0.0,0.0
T-009,6,3,4,-2.0,-1.0
T-003,24,2,4,0.0,-0.0
T-011,14,3,3,-1.0000000000000002,-0.0
T-013,16,3,3,-1.0000000000000002,-0.0
T-010,43,1,3,0.0,-0.0
T-003,29,2,2,0.0,1.0
T-003,0,1,3,-2.0,-0.0
T-006,17,3,4,0.0,-0.0
T-008,25,2,3,2.0,2.0
T-014,30,2,2,1.0,0.0
T-012,37,2,3,-2.0,-2.0
T-004,32,2,2,-2.0,-1.0
T-008,17,3,3,-2.0,-1.0
T-008,44,1,1,1.0,2.0
T-002,8,3,3,1.0,0.0
T-015,41,1,4,-2.0,-1.0
T-012,30,2,4,-1.0000000000000002,0.0
T-002,5,3,2,0.0,-1.0
T-015,44,1,4,-1.0000000000000002,-0.0
T-001,17,3,3,-2.0,-2.0
T-007,22,2,4,-2.0,-2.0
T-009,39,2,2,0.0,0.0
T-011,27,2,2,2.0,3.0
T-016,16,3,4,2.0,1.0
T-002,48,1,3,0.0,-0.0
T-011,27,2,3,1.0,0.0
T-001,17,3,4,1.0,1.0
T-013,5,3,2,1.0,0.0
T-003,35,2,1,-2.0,-1.0
T-006,44,1,3,4.0,3.0
T-009,6,3,3,-2.0,-1.0
T-013,43,1,4,4.0,3.0
T-014,12,3,3,1.0,2.0
T-015,9,3,3,-1.0000000000000002,-0.0
T-006,15,3,4,3.0,2.0
T-005,27,2,1,3.0000000000000004,2.0
T-011,13,3,4,-2.0,-1.0
T-017,26,2,2,0.0,-0.0
T-006,12,3,2,3.0,2.0
T-003,9,3,3,-2.0,-1.0
T-001,37,2,3,-2.0,-1.0
T-008,48,1,4,2.0,2.0
T-008,30,2,1,2.0,2.0
T-011,4,3,2,3.0,2.0
T-013,46,1,1,1.0,0.0
T-004,37,2,3,-2.0,-0.0
T-011,0,1,3,-2.0,-2.0
T-006,7,3,2,1.0,0.0
T-016,41,1,4,0.0,-0.0
T-004,1,3,2,3.0,2.0
T-001,19,3,3,-1.0000000000000002,0.0
T-005,37,2,4,-2.0,-1.0
T-011,11,3,2,4.0,2.0
T-001,16,3,2,1.0,0.0
T-013,16,3,4,4.0,3.0
T-004,42,1,2,1.0,0.0
T-001,26,2,2,0.0,0.0
T-014,27,2,3,2.0,1.0
T-011,49,1,4,2.0,1.0
T-009,19,3,4,-2.0,-1.0
